Unnamed: 0,date,review,rating,isEdited,userName,title,developerResponse,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
721,2020-07-09 11:51:34,"Excellent learning environment, lots of programming languages, active community, engaging short games for the busy person.",5,False,Cleon7177,Proper!,,POSITIVE,excellent learning environment lots programming languages active community engaging short games busy person,"strike habit/competition, status quo sloth","community engag, person"
763,2018-04-11 18:40:38,Challenges should tell you the correct answer not just that its wrong.,3,False,Huluappsucks,Need correct answers in challenges,"{'id': 3110520, 'body': 'Hi, \nThanks for your feedback. You can view the correct answers after the match, from the results page.', 'modified': '2018-04-12T07:24:09Z'}",NEGATIVE,challenges tell correct answer wrong,challenges,challeng
766,2022-04-29 19:25:51,"I wanted to subscribe to pro and I did. I checked my account and I was not counted as a subscriber. I then looked at my subscriptions and it said that I did subscribe ON APPLE, but then I decided to cancer the subscription and neither Sololearn or Apple refunded me. They stole my money.",1,False,KBSP YT,I got robbed,"{'id': 29548167, 'body': 'Hello,\nThanks for your feedback!\nIf you subscribed to Sololearn PRO using your Apple ID, refunds are handled by Apple, not Sololearn. If you wish to request a refund, please visit https://support.apple.com/en-us/HT204084\n\nHope this helps!', 'modified': '2022-05-04T08:39:27Z'}",NEGATIVE,wanted subscribe pro checked account counted subscriber looked subscriptions said subscribe apple decided cancer subscription neither sololearn apple refunded stole money,status quo sloth,account
770,2019-07-17 02:28:51,"I have tried multiple times to create an account but it just says “can’t right now try again later” 

Very disappointing since it has such great reviews. I guess I will never know",1,False,toria854,Won’t let me create an account,"{'id': 9808153, 'body': 'We are sorry for the inconvenience.\r\nThe reported issue has been resolved. Whenever you face any issue, please contact us via info@sololearn.com and we will help.', 'modified': '2019-07-23T14:44:06Z'}",NEGATIVE,tried multiple times create account says cant right try later disappointing since great reviews guess never know,status quo sloth,account
785,2020-04-27 02:46:00,I think personally it is a great app to learn coding. But the adds are extensive but I guess that’s how they money.,4,False,DallyP,So far so good but,,POSITIVE,think personally great app learn coding adds extensive guess thats money,status quo sloth,person
799,2019-04-21 00:30:03,We hope for the new version with chat facility as soon as possible as well as teaming challenges,3,False,Mike_0007,Chat,,POSITIVE,hope new version chat facility soon possible well teaming challenges,challenges,challeng
825,2019-12-27 07:50:38,This is app keeps crashing during quizzes/challenges. Terrible experience...,3,False,Dontusethisap,App keeps crashing during quizzes,"{'id': 12794172, 'body': 'We are sorry for the inconvenience.\r\nPlease let us know more information regarding your issue by contacting us via info@sololearn.com and we will help.', 'modified': '2020-01-08T12:14:03Z'}",NEGATIVE,app keeps crashing quizzeschallenges terrible experience,challenges,challeng
826,2018-03-14 16:14:54,"I love this app for what it delivers. Don't expect a do it yourself scenario, this app teaches, and helps you practice syntax.",5,False,Quelle03,Great app!!,,POSITIVE,love app delivers dont expect scenario app teaches helps practice syntax,torture breaks,live
832,2019-10-01 20:05:14,You don't know until you create an account that you have to make monthly payments to use the app. The devs are taking their app too seriously. You can easily learn this stuff for free online.,1,False,Cabe999,Hidden pay wall,"{'id': 11057352, 'body': ""We'd like to inform you that the entire content of SoloLearn is completely free! \r\nPRO offering enables advanced tools and provides uninterrupted ad-free access to learning. It is up to you to choose the preferred option of SoloLearn. For more information please contact us via info@sololearn.com"", 'modified': '2019-10-04T12:24:20Z'}",NEGATIVE,dont know create account make monthly payments use app devs taking app seriously easily learn stuff free online,status quo sloth,account
919,2019-07-17 02:10:20,I've tried everything but when I try to make an account it says it can't so I can't get into the dang app. I've already deleted and reinstalled etc.,1,False,nicolrenex,Can't make an account,"{'id': 9808162, 'body': 'We are sorry for the inconvenience.\r\nThe reported issue has been resolved. Whenever you face any issue, please contact us via info@sololearn.com and we will help.', 'modified': '2019-07-23T14:44:18Z'}",NEGATIVE,ive tried everything try make account says cant cant get dang app ive already deleted reinstalled etc,status quo sloth,account
974,2021-07-08 00:10:32,"I haven’t used this in years and don’t have a subscription. Out of nowhere, $48 was taken from my account ???",1,False,skfnejfosk,?,,NEGATIVE,havent used years dont subscription nowhere 48 taken account,status quo sloth,account
1007,2019-09-04 15:06:02,has just the right amount of information and is delivered exceptionally well.,5,False,annoyed2deth,wonderful,,POSITIVE,right amount information delivered exceptionally well,torture breaks,live
1076,2019-09-27 16:13:37,"It’s NOT free before Pro. It’s a trial that lasts for a whopping 3 days, in which you’ll be charged thereafter. (Any company or person that hides that information isn’t worth ANY payment.)",1,False,Jamesl41,Lie,"{'id': 10999554, 'body': ""We'd like to inform you that the entire content of SoloLearn is completely free! \r\nPRO offering enables advanced tools and provides uninterrupted ad-free access to learning. It is up to you to choose the preferred option of SoloLearn. For more information you can contact us via info@sololearn.com and we will help."", 'modified': '2019-10-01T13:16:39Z'}",NEGATIVE,free pro trial lasts whopping 3 days youll charged thereafter company person hides information isnt worth payment,status quo sloth,person
1106,2018-08-28 10:31:18,Really wanted to try but I couldn’t even sign up for an account. The SoloLearn HTML app also gives me an error upon startup. So disappointing.,1,False,Gamehouse Rulez,😓,"{'id': 4857581, 'body': 'Hi,\n\nPlease contact us via info@sololearn.com and we will be happy to help you.', 'modified': '2018-08-29T10:30:00Z'}",NEGATIVE,really wanted try couldnt even sign account sololearn html app also gives error upon startup disappointing,status quo sloth,account
1113,2021-04-09 22:23:23,"Not gonna dwell on praises, except to say that the app and the website are the best, and pro is worth it.

One day I downloaded this app and taught myself Python, and now I’m working in aerospace, coding in many languages including Python. This app has your bases covered. One day at work I suddenly had to learn C, and this app had it. Then I had to learn C++ and this app had it. Then Java, then web development, and this app had it. It even has tutorials for tools like git, and concepts like cryptography.

You won’t become a pro in any area with the app alone, but you’ll get the tools you need to make your ideas a reality.

A computer is like a free brain, you can use to think about and remember things you don’t feel like thinking about and remembering. A computer is not unlike having your own personal “Rain Man”... except this rain man does exactly what you tell him 100% of the time, even to your own demise, and he can telepathically communicate with other rain men.

With programming, you can automate any process, all the way down to the typing and clicking you do as a user (which is why you have to tell websites you’re not a robot). Find yourself in a loop of repeatedly clicking and dragging and typing? All in the same pattern? You can automate it. 

If something is boring and easy, you can automate it. Therefore, by definition, programming is always challenging. For me, it is a deeply satisfying challenge, which is why I made a career out of it. And this app has been a valuable resource.",5,False,Bobbybob32134282,Started my career,,POSITIVE,gonna dwell praises except say app website best pro worth one day downloaded app taught python im working aerospace coding many languages including python app bases covered one day work suddenly learn c app learn c app java web development app even tutorials tools like git concepts like cryptography wont become pro area app alone youll get tools need make ideas reality computer like free brain use think remember things dont feel like thinking remembering computer unlike personal rain man except rain man exactly tell 100 time even demise telepathically communicate rain men programming automate process way typing clicking user tell websites youre robot find loop repeatedly clicking dragging typing pattern automate something boring easy automate therefore definition programming always challenging deeply satisfying challenge made career app valuable resource,"challenges, status quo sloth","challeng, person"
1115,2019-07-16 11:59:23,I’ve tried for a day now to create an account but it won’t let me,1,False,mitch217,Won’t let me create an account :(,"{'id': 9808233, 'body': 'We are sorry for the inconvenience.\r\nThe reported issue has been resolved. Whenever you face any issue, please contact us via info@sololearn.com and we will help.', 'modified': '2019-07-23T14:47:00Z'}",NEGATIVE,ive tried day create account wont let,status quo sloth,account
1164,2020-09-05 16:06:48,"UPDATED REVIEW:
The developer seemed to have fixed whatever the ad issue was that I and several other reviewers pointed out. (Original review is below this one)

The only thing I find kind of odd is that the developer doesn’t actually publicly acknowledge the ad issue, just tells you to contact support. To what end? The issue is obvious?

Regardless of the obvious misstep by SoloLearn support in responding to reviews. As I stated in my original review, the app is quite good. I’ve used it a lot over the past several months and there’s a lot to like and it works fantastically as a means to support other more thorough learning methods (videos, books, mentors, etc.)

I definitely recommend the app as someone looking to add a mobile resource to their learning routine. 

My main suggestion to the developer is to give more time on the challenges and require the authors of the questions to add descriptions and explanations to help aid learning and not just offer competition. 

ORIGINAL REVIEW:
The newest update added a pretty awful feature. 

Ads that can’t be closed or skipped. You sit there looking at the ad thinking it’ll close in 30 seconds or so like every other free app... but no, you can sit there until the zombie apocalypse, it will never close. 

So now I get to force close the app every time I complete a section. 

All kidding aside...
I will 100% return and update this review to 5 stars when this unacceptable bug is fixed as the content and usability of the rest of the app is amazing.",4,True,Dr. Plati,Ads?!?,"{'id': 15186462, 'body': 'Hello! Thank you for your feedback. SoloLearn uses ads to keep the education free - so you will never be charged. If you upgrade your subscription to PRO, you will have an ad-free experience. However, it should not be like that, please contact us at info@sololearn.com. We will help you.', 'modified': '2020-09-05T16:06:48Z'}",NEGATIVE,updated review developer seemed fixed whatever ad issue several reviewers pointed original review one thing find kind odd developer doesnt actually publicly acknowledge ad issue tells contact support end issue obvious regardless obvious misstep sololearn support responding reviews stated original review app quite good ive used lot past several months theres lot like works fantastically means support thorough learning methods videos books mentors etc definitely recommend app someone looking add mobile resource learning routine main suggestion developer give time challenges require authors questions add descriptions explanations help aid learning offer competition original review newest update added pretty awful feature ads cant closed skipped sit looking ad thinking itll close 30 seconds like every free app sit zombie apocalypse never close get force close app every time complete section kidding aside 100 return update review 5 stars unacceptable bug fixed content usability rest app amazing,challenges,challeng
1167,2018-09-25 20:56:08,"This app won't let me make an account, don't bother downloading.",1,False,M1kethetiger,Not usable,"{'id': 5258702, 'body': 'Hi,\n\nPlease contact us via info@sololearn.com and we will be happy to help you.', 'modified': '2018-09-27T11:01:05Z'}",NEGATIVE,app wont let make account dont bother downloading,status quo sloth,account
1263,2018-09-23 04:31:20,Wont let me create a account,1,False,Aredstone_team,Ummm?!?,"{'id': 5199587, 'body': 'Hi, \n\nPlease contact us via info@sololearn.com and we will be happy to help you.', 'modified': '2018-09-24T12:19:22Z'}",NEGATIVE,wont let create account,status quo sloth,account
1348,2023-03-13 16:22:52,"1) Have no ability to add, let alone update my name. So my certificates are blank after completion.

2) No feedback tab available in-app to report issues.

3) Code languages are very error sensitive, yet there a lot of careless typos and mistakes in the lessons.

4) 3 hearts are insufficient for free users to be able to have a progressive learning experience, people are going to be tempted to look at the comments for solutions instead of actually learning when they have few chances to get them right. 

5) They aggressively push the pro feature on users — I understand supporting the app, but there also young learners who don’t have that kind of money to just shell out. I get the advert for pro at least twice every time I open the app.

The only reason I put two stars is because I have managed to learn a thing or two through my courses, and there aren’t a lot of C# courses. Otherwise I would slap one star. The community involvement is the only thing keeping it a float — there is a lot of room for improvement here. If Mimo had C# I wouldn’t be using this app.",2,False,sugarplum10001,Issues on issues,,NEGATIVE,1 ability add let alone update name certificates blank completion 2 feedback tab available inapp report issues 3 code languages error sensitive yet lot careless typos mistakes lessons 4 3 hearts insufficient free users able progressive learning experience people going tempted look comments solutions instead actually learning chances get right 5 aggressively push pro feature users understand supporting app also young learners dont kind money shell get advert pro least twice every time open app reason put two stars managed learn thing two courses arent lot c courses otherwise would slap one star community involvement thing keeping float lot room improvement mimo c wouldnt using app,social discovery,community involv
1354,2023-02-12 14:48:42,"This was one of the best coding apps I ever experienced it had no micro transactions no overexplotation of a points system and everything was simple. Initially you only needed bits for hints and the hints were always optional. Now this app is slow and has become everything that I hate. First there's the aesthetic that had no reason to change you didn't need a mascot I just wanted to code and many others did too. I think we were all fine with how the app initially was designed and liked it's simple aesthetic. I wouldn't have a problem with this change if it didn't make learning slower since each time you learn a lesson you have to see how many points you got. It wasn't this slow 2 years ago! And the hearts system is an exploitative system that doesn't make coding ""fun"" no quite the opposite it punishes newcomers for making natural mistakes! And in order to get more hearts you have to go ""Premium"" or already have a lot of bits as a long-time user who has come back with a new account this is a unfair and unoriginal system that only pushes both veterans and newcomers away from your app. So yes I've not come here to report a bug no I have a problem with how you run this app now. My message to you is just to reflect on why you made this app in the first place because it sure wasn't to make this mess.",1,False,Cut Ge 707,Used to be good,"{'id': 34972802, 'body': 'Hi,\r\nThanks for your feedback. Your suggestions have been forwarded to the appropriate team for consideration.\r\nWe work tirelessly to improve our content, platform, and services by listening to and responding to members of our community. We learn from every piece of feedback we get and we love to hear ways to make Sololearn a better academy for coders.', 'modified': '2023-02-20T14:19:39Z'}",NEGATIVE,one best coding apps ever experienced micro transactions overexplotation points system everything simple initially needed bits hints hints always optional app slow become everything hate first theres aesthetic reason change didnt need mascot wanted code many others think fine app initially designed liked simple aesthetic wouldnt problem change didnt make learning slower since time learn lesson see many points got wasnt slow 2 years ago hearts system exploitative system doesnt make coding fun quite opposite punishes newcomers making natural mistakes order get hearts go premium already lot bits longtime user come back new account unfair unoriginal system pushes veterans newcomers away app yes ive come report bug problem run app message reflect made app first place sure wasnt make mess,"points system, status quo sloth","points system, account"
1355,2023-01-17 13:30:49,"They have an introduction to Java course then code challenges for intermediate Java users so there’s a gap that made me have to stop paying for premium because there’s nothing I can do. If they either made code challenges with solutions that started at the introduction level OR if they made an intermediate Java course that could take me to the point of being able to do the code challenges, I couldn’t kept the premium subscription indefinitely to have practice and learn more.",4,False,NoooWaaaayJoooseee,Excellent app but not enough courses,"{'id': 34435010, 'body': 'Hello,\n\nThanks for reaching out!\n\nWe are sorry for the inconvenience. Could you please send more detailed information to us so that we can understand your issue better and try to resolve it? Currently, with Sololearn you can study the Intermediate Java course as well.\n\nLooking forward to hearing from you at info@sololearn.com\n', 'modified': '2023-01-23T11:57:01Z'}",NEGATIVE,introduction java course code challenges intermediate java users theres gap made stop paying premium theres nothing either made code challenges solutions started introduction level made intermediate java course could take point able code challenges couldnt kept premium subscription indefinitely practice learn,challenges,challeng
1356,2022-11-22 19:28:38,"Tl;dr at the bottom. 

The app so far is great– it's beginner friendly and very step by step, and you're able to look at solutions for practices when you're stumped. There are comment sections on the lessons where you can find helpful information from other users. 

My only problems would be that the ""challenge weapons"" (what code you can use for special challenges) do not include Kotlin, which is the main language I am learning. Many of the solutions for practices do not include what the lesson taught (for example, the Kotlin practice example for filtering arrays does not use that command, instead going for forEach.) They do work of course, but it isn't helpful to see what you did wrong in implementing what you learned. 

A minor problem is there is no way to contact support within the app itself. There is an email and a way to do it through the site, but I would appreciate there being one in the app as well. I haven't contacted support for this due to forgetting my login information (the main reason I would like support within the app) so take it with a grain of salt as there might be a solution, but I bought the annual pro subscription and have not been able to access some of the features promised– the main one being seeing past errors in your practices rather than having them being locked. 

Tl;dr: Good app with a helpful community. Most issues I have with it are relatively minor, and I would definitely still recommend it. So far I wouldn't count the pro subscription as worth it, but you do you.",4,False,WrathOfGaia,"Great app, would like some things to be added",,NEGATIVE,tldr bottom app far great beginner friendly step step youre able look solutions practices youre stumped comment sections lessons find helpful information users problems would challenge weapons code use special challenges include kotlin main language learning many solutions practices include lesson taught example kotlin practice example filtering arrays use command instead going foreach work course isnt helpful see wrong implementing learned minor problem way contact support within app email way site would appreciate one app well havent contacted support due forgetting login information main reason would like support within app take grain salt might solution bought annual pro subscription able access features promised main one seeing past errors practices rather locked tldr good app helpful community issues relatively minor would definitely still recommend far wouldnt count pro subscription worth,"challenges, boosters","challeng, special"
1361,2022-11-22 14:04:53,"Solo learn has no customer service number, and will not refund your money even if there’s a system error on their end. 
I have screenshots showing that my account had been cancelled before the terms and they sent me an email response saying they would not refund my money because I cancelled after the payment. 

Don’t recommend, unless you want to risk tanking 69.99 on a membership you might not end up using.",1,False,Topsylaye,Would not recommend.,"{'id': 33407408, 'body': 'Hello,\nThanks for your feedback! Unfortunately, there is a refund policy that we cannot disregard. In the meanwhile, make sure to unsubscribe from the Sololearn PRO subscription, to prevent future charges in our code learning app. For more details, please get back to us at info@sololearn.com.', 'modified': '2022-11-28T13:34:09Z'}",NEGATIVE,solo learn customer service number refund money even theres system error end screenshots showing account cancelled terms sent email response saying would refund money cancelled payment dont recommend unless want risk tanking 6999 membership might end using,status quo sloth,"custom, account"
1370,2022-09-13 21:57:38,I’ve enjoyed the app and got excited to code on the iPad. the issue is Sololearn doesn’t seem to have any customer service. I think I found a typo in one of the lessons and sent an email to see if it is the app or my lack of understanding. The other is I opted in for the monthly plan that is almost $6. I was charged a yearly plan this morning and I KNOW I didn’t want the yearly plan. This resulted my account going in the negative and fee on top of that. The only way to contact them is email and no phone number I can find works.,1,False,Blanketparty,Love the app but not the customer service,"{'id': 32099683, 'body': 'Hello! Thanks for your feedback! We are sorry for the inconvenience! Please send more detailed information to us at info@sololearn.com so that we can help resolve the issue. Looking forward to hearing from you!', 'modified': '2022-09-19T11:36:14Z'}",NEGATIVE,ive enjoyed app got excited code ipad issue sololearn doesnt seem customer service think found typo one lessons sent email see app lack understanding opted monthly plan almost 6 charged yearly plan morning know didnt want yearly plan resulted account going negative fee top way contact email phone number find works,status quo sloth,"custom, account"
1371,2022-08-15 03:38:34,"I understand that the pro membership provides benefits, but how often it is pushed in my face is annoying. I’d rather have an occasional ad than see the Pro pop up constantly. I am even unable to run the code examples in the lessons. With the difficult user interface in the code writing sections, I am starting regret downloading the app. There are a multitude of free coding resources available on the internet and I might have utilize them. The Pro membership has a lot of features that I am really not interested in for it to be interested in. I’m not interested in any of the leaderboard or following anyone on the app. Really just looking for a refresher on some coding languages I use to write.",1,False,Rinny Kagamine,The Pro membership pop up are a massive nuisance,"{'id': 31550157, 'body': 'Hey Rinny,\nThanks for your feedback.\nWe work tirelessly to improve our content, platform, and services by listening to and responding to members of our community. We value every piece of feedback we get and we love to hear ways to make Sololearn a better place for coders.\nYour suggestions have been forwarded to the Product team for consideration.', 'modified': '2022-08-19T09:13:42Z'}",NEGATIVE,understand pro membership provides benefits often pushed face annoying id rather occasional ad see pro pop constantly even unable run code examples lessons difficult user interface code writing sections starting regret downloading app multitude free coding resources available internet might utilize pro membership lot features really interested interested im interested leaderboard following anyone app really looking refresher coding languages use write,"leaderboard/competition, status quo sloth","leaderboard, leaderboard"
1372,2022-08-07 21:07:49,"This app is a great way to learn how to code especially
With the pro subscription",5,False,airplane720,Great app,,POSITIVE,app great way learn code especially pro subscription,boosters,special
1375,2022-07-30 20:41:20,"Used to use before it turned into Sololearn. It was great. Now paywalls in make it a terrible experience unless you’re willing to pay. Can’t run code more than a few times, can’t see hints or answers. That was just from trying for a few minutes. Shame.",2,False,kelogistics,Ruined by paywall,"{'id': 31231603, 'body': 'Hey,\nThanks for your feedback!\n\nPlease note that you can collect and spend your Bits on unlocking more advanced practice exercises and Hints/Answers.\n\nLet us know if you have any further questions at info@sololearn.com', 'modified': '2022-08-02T10:51:05Z'}",NEGATIVE,used use turned sololearn great paywalls make terrible experience unless youre willing pay cant run code times cant see hints answers trying minutes shame,torture breaks,paywal
1379,2022-06-25 21:04:43,"Pretty good app to learn. More challenging than your typical “learn to code” apps which actually helps you learn.

The daily streak is broken at 2 days tho. Pretty bad for a coding app to have broken code in it.",3,False,Dmahf14,Daily streak,"{'id': 30663507, 'body': 'Hello! Thanks for your feedback! We are sorry for the inconvenience! Please send more detailed information to us at info@sololearn.com so that we can help resolve the issue. Looking forward to hearing from you!\n', 'modified': '2022-07-01T11:10:13Z'}",NEGATIVE,pretty good app learn challenging typical learn code apps actually helps learn daily streak broken 2 days tho pretty bad coding app broken code,"daily streaks, challenges","daily streak, challeng"
1381,2022-06-24 18:48:45,"You cannot restart a course which is a huge problem because you cannot review easily. I could care less about the point system.

My experience is with the python course(s) for the most basic things, the explanations are sufficient, but In my opinion, they don’t know how to teach in general. I study some psychology and am good at turning around and teaching things I learn. Many times the questions are confusing or try to get you solve something that hasn’t been explained well at all OR they intentionally make it so challenging that you basically are forced to give up and look at what other people are saying or look at the answer. I don’t have a problem with the right level of challenge because you grow from it, but if challenges are consistently too difficult, humans tend to give up (when you train a dog or a human baby, it is the same. Btw, usually the dog isn’t the problem. It is the trainer. Telling a dog they are a stupid idiot does nothing to make the dog better). About 3/4 of the topics, people in the comments explained the topic better than the app does.. I recently started watching bro code on YouTube. Much better. I was going to use this as a back up resource to refresh my memory of certain topics from a different perspective, but it is too much trouble.",2,False,Fushigimigi,Frustrated,"{'id': 30663362, 'body': 'Hey,\nThanks for your feedback.\nWe work tirelessly to improve our content, platform, and services by listening to and responding to members of our community. We value every piece of feedback we get and we love to hear ways to make Sololearn a better place for coders.\nYour suggestions have been forwarded to the Product team for consideration.', 'modified': '2022-07-01T11:04:10Z'}",NEGATIVE,cannot restart course huge problem cannot review easily could care less point system experience python courses basic things explanations sufficient opinion dont know teach general study psychology good turning around teaching things learn many times questions confusing try get solve something hasnt explained well intentionally make challenging basically forced give look people saying look answer dont problem right level challenge grow challenges consistently difficult humans tend give train dog human baby btw usually dog isnt problem trainer telling dog stupid idiot nothing make dog better 34 topics people comments explained topic better app recently started watching bro code youtube much better going use back resource refresh memory certain topics different perspective much trouble,challenges,challeng
1396,2022-02-12 17:08:41,"I’ve wrote code by hacking apart programs that someone else already wrote - to make them do what I want.  This took considerable time and effort, as not understanding the basics had me searching the web or forums for answers to the most basic things - and even the ones who wanted to help, I couldn’t give context into what I was doing as I wasn’t the one who wrote the code to begin with.

I’ve tried learning from the roots, but everything out there was way too toddler style basic.  Even though I was a hack job of a programmer, I still had a good understanding of syntax.  When I found SoloLearn, and it’s community, I felt like I finally…FINALLY after all these years found a tool that teaches the basics but swiftly brings you up to intermediate and professional.  The coach challenges give great examples and practice as to how or why you would use what you just learned.  The community aspect is thriving and supports each individual lesson for those times you just can’t get it.  

SoloLearn is now a widget on my iOS Home Screen, it’s now the go to app whenever I have free time, and I absolutely love it.  Thank you so much.  Solo Pro was the best thing I ever did.  If you are a dreamer, looking for your own set of tools, this app will get you there - I promise.",5,False,tristanjsmith,For the Dreamers,,POSITIVE,ive wrote code hacking apart programs someone else already wrote make want took considerable time effort understanding basics searching web forums answers basic things even ones wanted help couldnt give context wasnt one wrote code begin ive tried learning roots everything way toddler style basic even though hack job programmer still good understanding syntax found sololearn community felt like finallyfinally years found tool teaches basics swiftly brings intermediate professional coach challenges give great examples practice would use learned community aspect thriving supports individual lesson times cant get sololearn widget ios home screen go app whenever free time absolutely love thank much solo pro best thing ever dreamer looking set tools app get promise,challenges,challeng
1402,2022-01-23 11:04:49,"It’s a great app that deserves a five-star rating. I’m very new to coding and it’s making learning super simple and fun. I’m blind and rely on a screen-reader to access everything. For the most part it works well for me. But some parts of the app, like code repo in lesson 3.2 of the HTML course does not work. I had a sighted person who does not use a screen-reader try out code repo and it didn’t work well for them either. So there are definitely some glitches, hence I took off a star. But it’s still my favorite app that’s helping me achieve a big goal quickly.",4,False,DotReader,"Great app, but accessibility is sketchy",,POSITIVE,great app deserves fivestar rating im new coding making learning super simple fun im blind rely screenreader access everything part works well parts app like code repo lesson 32 html course work sighted person use screenreader try code repo didnt work well either definitely glitches hence took star still favorite app thats helping achieve big goal quickly,status quo sloth,person
1405,2022-01-04 23:10:14,"The Free version of this app seemed great at first as it appeared that Pro meant access to more lessons. Unfortunately later you find out that the Code Playground is also only available in Pro after you get to use it for the first few lessons. This is where the visual learning and practice actually happens, which is pretty important because the reading portions don’t tell you everything and in some portions, you are left to infer information. 

Overall the app is very user friendly and well design but the paywall is limiting for those who don’t go Pro. I would prefer an ad-supported version with more features in Free or for them to just limit more lessons rather than take away the Code Playground. As it is, I uninstalled the app and will look for other options.",3,False,Secondbushome,Unfortunate that the Code Playground is behind pay wall,,NEGATIVE,free version app seemed great first appeared pro meant access lessons unfortunately later find code playground also available pro get use first lessons visual learning practice actually happens pretty important reading portions dont tell everything portions left infer information overall app user friendly well design paywall limiting dont go pro would prefer adsupported version features free limit lessons rather take away code playground uninstalled app look options,torture breaks,paywal
1409,2021-11-10 13:21:29,"You know how they give you free trials for a short period of time and you forget you even subscribed in the first place and now you’re $$$ less in your pocket? Well, letting that accident happen for me changed my direction in life.

I forgot about this $65 subscription (after tax) & after seeing it in my bank statement (but playing with the app for a couple days), i realized this was an investment, not a mistake. 

Sololearn has quickly grown to become one of my most used apps on my phone & it’s not because of the extensive library of courses, not because of the ability to create an account & save your progress, not because of the ability to add, train, and compete with your friends. It’s mostly due to the comment section feature that has been added to each section/page of each lesson! I love the extra little ‘tips’ everyone has & all the motivation they give each other. 

I’d say this app has made it to stardom in my eyes simply for the classroom aspect of it all. it sure makes it feel like i’m in a class setting, knowing that I can filter the comments by most recent if needed, having multiple Pro teachers within that comment section also helps in situations where you can’t understand the lesson. 

I never once wanted to code because of how complicated everything seemed, how expensive schools were, and how niche it felt. I can’t express enough how natural I feel learning how to program through an app! I would have never imagined. Now I’ve downloaded xCode, followed YouTube coders, and even made learning how to code with Sololearn, a priority. 

Overall, this $5/m purchase that occurred on my device was ultimately one of the best accidental decisions of my life - hands down. 

Try the 7-Day, but you won’t regret it if you pay for the yearly either!",5,False,cjmusto,Best Accident Ever!,,POSITIVE,know give free trials short period time forget even subscribed first place youre less pocket well letting accident happen changed direction life forgot 65 subscription tax seeing bank statement playing app couple days realized investment mistake sololearn quickly grown become one used apps phone extensive library courses ability create account save progress ability add train compete friends mostly due comment section feature added sectionpage lesson love extra little tips everyone motivation give id say app made stardom eyes simply classroom aspect sure makes feel like im class setting knowing filter comments recent needed multiple pro teachers within comment section also helps situations cant understand lesson never wanted code complicated everything seemed expensive schools niche felt cant express enough natural feel learning program app would never imagined ive downloaded xcode followed youtube coders even made learning code sololearn priority overall 5m purchase occurred device ultimately one best accidental decisions life hands try 7day wont regret pay yearly either,status quo sloth,account
1417,2021-09-25 11:32:28,"It’s a great way to learn to program, and has nearly all the functionality and customization of the web version.

My only issue is that the code writing is a little lackluster, even though a lot of the symbols are on a scrollbar. I really think the app could benefit from an in-app keyboard that had everything we need so we could use tabs and symbols without switching over to alternate keyboards constantly. It’s more than usable right now, but it could use some tuning up.",4,False,Kellen Klein,Everything I Need,,POSITIVE,great way learn program nearly functionality customization web version issue code writing little lackluster even though lot symbols scrollbar really think app could benefit inapp keyboard everything need could use tabs symbols without switching alternate keyboards constantly usable right could use tuning,status quo sloth,custom
1422,2021-08-29 00:11:08,"Some of the reviews say how great it is that it doesn’t block content behind a paywall, but those are 3 years old. The app works mostly alright, but it’s annoying how you have to pay to run your code. It’s be great if I could see what the code is doing",3,False,Slimey Turtles,You have to pay to access some of the app,,NEGATIVE,reviews say great doesnt block content behind paywall 3 years old app works mostly alright annoying pay run code great could see code,torture breaks,paywal
1423,2021-08-23 19:03:55,"I’m a Pro member here at Sololearn.com and so far I was enjoying the lessons and challenges! However, I’m starting to consider other free coding options because I keep encountering error pages everytime I try to post a question in the Q&A discussions forums.  The errors state that I have been blocked and unable to access sololearn.com and that I’m rate limited and banned temporarily from sololearn.com. Such errors only occur when I use the Desktop site, but not at all in the mobile app. If it wasn’t for these errors I’m experiencing I would actually rate the site a 5 star.",3,False,STANDARD_DEVIATION,Error Pages everytime I post question on Discuss section of Desktop Site,"{'id': 24755654, 'body': ' Hello! \r\nThanks for your feedback!\r\nPlease send more detailed information to us at info@sololearn.com so that we can help resolve the issue. \r\nLooking forward to hearing from you!\r\n', 'modified': '2021-08-27T10:19:17Z'}",NEGATIVE,im pro member sololearncom far enjoying lessons challenges however im starting consider free coding options keep encountering error pages everytime try post question qa discussions forums errors state blocked unable access sololearncom im rate limited banned temporarily sololearncom errors occur use desktop site mobile app wasnt errors im experiencing would actually rate site 5 star,challenges,challeng
1426,2021-08-02 17:08:39,"Great app overall. However, I enjoyed looking at my win to lose ratio on tracing code challenges. It would be great if this feature was brought back.",5,False,Nxnskajd,Wonder app but...,,POSITIVE,great app overall however enjoyed looking win lose ratio tracing code challenges would great feature brought back,challenges,challeng
