Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
1192,2020-08-13 02:31:28,"{'id': 17277282, 'body': ""Ohh noes, we're very sorry if this email is triggering multiple times for you. We already have a hunch why this is happening. Please bear with us!"", 'modified': '2020-08-14T07:29:36Z'}","It’s keeps sending the welcome email to me. I’ve unsubscribed twice already.

Not a fan that we need to use an account but seems good",1,False,Mono832,Won’t stop emailing me,POSITIVE,keeps sending welcome email ive unsubscribed twice already fan need use account seems good,status quo sloth,account
1202,2020-08-20 16:17:44,,But the heart system is kinda dumb,5,False,~Honest~,Good,NEGATIVE,heart system kinda dumb,torture breaks,heart system
1217,2021-10-16 06:08:16,,"Firstly, I hardly leave reviews. However, I cannot express my gratitude for such an awesome application! I would rather call it an asset. They currently have SQL and Python languages. There is also a section for web development using HTML that integrates the process of building websites, however I have not looked into this to date. 

They have introductory lessons of learning, but I will provide an update in my response. I am really loving this app due to the fact that I personally practiced Python in the past, but seemed to have issues remembering some aspects to properly complete a working program that functions without syntax errors. As I have been doing the lessons, it is all coming back.

I am VERY curious of whether they intend on adding more languages into this application, as it is very resourceful. I’m excited to see the development of this app!

The only complaint I have is that they offered a 50% discount for the pro version due to the current hardships of some people face during current events. I wanted to see if it was worth it before making the purchase, however it took a few days to get past a few lessons and realize that this application is an asset. Now the offer previously offered is no longer available… I wish I could have taken advantage of this opportunity, however it has expired before I realized the potential. 

In any case, I recommend this app for those of all levels. It takes some time to make it past the introductory portion, and I wish there would have been a test to get past the first few lessons. This would allow the opportunity to see the lessons of your skill set. If I had seen this specific material, I would have purchased with the special promotion immediately!",5,False,Can.the.man,Terrific Application For Python/HTML Learning,POSITIVE,firstly hardly leave reviews however cannot express gratitude awesome application would rather call asset currently sql python languages also section web development using html integrates process building websites however looked date introductory lessons learning provide update response really loving app due fact personally practiced python past seemed issues remembering aspects properly complete working program functions without syntax errors lessons coming back curious whether intend adding languages application resourceful im excited see development app complaint offered 50 discount pro version due current hardships people face current events wanted see worth making purchase however took days get past lessons realize application asset offer previously offered longer available wish could taken advantage opportunity however expired realized potential case recommend app levels takes time make past introductory portion wish would test get past first lessons would allow opportunity see lessons skill set seen specific material would purchased special promotion immediately,"boosters, status quo sloth","special, person"
1218,2021-11-12 21:20:03,,"Ok so I just downloaded the app at first I loved it but after I made a few mistakes I have to wait 3 HOURS JUST FOR 1 HEART AND IT BEGGS ME TO BUY THE PRO VERSION PLEASE LET THE DEVS SEE THIS 

REMOVE THE HEART SYSTEM AND GOODBYE IM NOT USING MIMO UNTIL THEY REMOVE THE HEART SYSTEM GOOD DAY",2,False,I can get in to the app,I HATE THE HEART SYSTEM,NEGATIVE,ok downloaded app first loved made mistakes wait 3 hours 1 heart beggs buy pro version please let devs see remove heart system goodbye im using mimo remove heart system good day,torture breaks,heart system
1298,2020-06-17 09:07:17,,"I’ll preface this review with a fact about me; I rarely write reviews. It takes a lot for something to either wow me enough or disappoint me enough to leave a review. In the case of Mimo, it frankly has knocked my socks off! 

I’m using Mimo alongside precourse material for my upcoming bootcamp and honestly, it’s providing more information in a more accessible format. Everything is explained very well and delivered in a way that just clicks with how I learn. 

You’re also given the opportunity to really drill the information into your head by maxing out the stars. It can be a bit repetitive to do this but I actually think that’s a good thing; once I get annoyed with covering the same thing over and over I know I’ve got the knowledge. 

I’m always a bit hesitant with app based learning programs because I always feel like I’m going to get to the point where I want to learn more and then they’ll tell me that I need to upgrade. That’s not the case with Mimo! The free version is very robust and has all of the information on HTML, CSS, and JS that you need to get started. The only thing I can see that would require a membership is the projects which, while great, aren’t necessary to learn the information; mainly just practice. 

Unfortunately, I was planning on learning the material first and then tackling the projects but my discounted pro price expired. It’s all good though, as I said, the free version is great! There’s a small ad at the end of each lesson but they’re very easy to click out of and only last a couple of seconds. 

The only thing I’d like to see from Mimo is an option to access the lessons from a computer. Obviously, I’m not going to be doing web dev on my phone so it would be nice to get the practice in on desktop. Projects are available on desktop though so if I decide to spring for a pro subscription I will be taking advantage of that. 

I’ll end this with a thank you to Mimo for providing this amazing service! If you’re thinking about trying this app, absolutely go for it! 

Tldr: this app slaps. (I had to write that because the review itself was the most boomer thing I’ve ever written)",5,False,Just lemme rate plox,Incredible,POSITIVE,ill preface review fact rarely write reviews takes lot something either wow enough disappoint enough leave review case mimo frankly knocked socks im using mimo alongside precourse material upcoming bootcamp honestly providing information accessible format everything explained well delivered way clicks learn youre also given opportunity really drill information head maxing stars bit repetitive actually think thats good thing get annoyed covering thing know ive got knowledge im always bit hesitant app based learning programs always feel like im going get point want learn theyll tell need upgrade thats case mimo free version robust information html css js need get started thing see would require membership projects great arent necessary learn information mainly practice unfortunately planning learning material first tackling projects discounted pro price expired good though said free version great theres small ad end lesson theyre easy click last couple seconds thing id like see mimo option access lessons computer obviously im going web dev phone would nice get practice desktop projects available desktop though decide spring pro subscription taking advantage ill end thank mimo providing amazing service youre thinking trying app absolutely go tldr app slaps write review boomer thing ive ever written,torture breaks,live
1331,2021-06-10 23:11:28,,"If you’re looking for a free learning app, I can’t suggest this one unless the heart system gets reworked. Basically you have 5 hearts and lose 1 every time you get an answer wrong. You can get your hearts back but it takes 4 hours each. 1 at a time.

Aside from this, it would be a 5 star app. I love everything else about it.

Basically there comes a time where you might need to wait at least 4 hours to continue learning. That’s right, you’re not allowed to learn when you want to unless you pay or just go start over on another free app that doesn’t do this. Oh and I say at least 4 hours because if you lose all of your hearts, you might want to wait until you have 2 hearts for padding before you try again. Falling to 0 hearts means you may have to start your lesson over. The lessons are short, but it’s frustrating.

So how easy is it to lose hearts?

Okay so I accidentally wrote “poo()” instead of “pop().” A funny mistake, but I lost a heart. Next I was following instructions on something and it didn’t tell me if I should add the curly brackets yet or not. Well apparently not, and I lost a heart even though the curly brackets were supposed to go there. Mimo just didn’t want me to add them yet. Another time I actually wrote the correct answer and it failed me and told me to write the same thing.

Even without the bugs or silly mistakes, some multiple choice questions are asked before you learn the answer. This is fine in teaching, but not if it’s graded or incurs a 4 hour learning penalty.",3,False,IggyRay,The heart system is anti learning,NEGATIVE,youre looking free learning app cant suggest one unless heart system gets reworked basically 5 hearts lose 1 every time get answer wrong get hearts back takes 4 hours 1 time aside would 5 star app love everything else basically comes time might need wait least 4 hours continue learning thats right youre allowed learn want unless pay go start another free app doesnt oh say least 4 hours lose hearts might want wait 2 hearts padding try falling 0 hearts means may start lesson lessons short frustrating easy lose hearts okay accidentally wrote poo instead pop funny mistake lost heart next following instructions something didnt tell add curly brackets yet well apparently lost heart even though curly brackets supposed go mimo didnt want add yet another time actually wrote correct answer failed told write thing even without bugs silly mistakes multiple choice questions asked learn answer fine teaching graded incurs 4 hour learning penalty,torture breaks,heart system
1375,2020-05-21 22:12:53,,"I came to Mimo as an absolute novice when it comes to coding. I had minimal experience with HTML and no experience whatsoever with any other coding languages. At first, I found the lessons fun and engaging, and within a couple of weeks I felt like I had a decent understanding of the basic mechanics of HTML, CSS, and JavaScript. These principals are taught in bite-sized lessons, similar in structure to Duolingo. Two things the program does really well is providing side projects that allow you to apply your knowledge and skill challenges that allow you to test your understanding of the material. This is what drew me in initially.  

However, when I tried to dive deeper into some of the other lessons Mimo has to offer, I was incredibly disappointed by how shallow the material was. Their Python course, for example, is only spread out over 11 lessons, and there are none of the aforementioned skill challenges or side projects that allow you to solidify your knowledge. I had the same experience when trying to learn C#. It seems that they’ve put quite a bit of work into HTML, CSS, and JS, but not nearly enough into their other offerings. 

They have a system in place where you can repeat a lesson three times (which I only learned by contacting tech support - nowhere in the app does it tell you this), with each level supposedly being more difficult than the last. Except they’re not more difficult - it’s mostly just the same info, over and over again. Half of the questions tell you exactly what to do, so it feels more like rote repetition than actual learning. Overall, I get the sense that Mimo’s marketing strategy is to make it seem as though they offer more material than they actually do, and to stretch that information over as many units as they possibly can. 

I paid for a month of Pro, which I don’t regret. I got a lot out of this month of learning. But I feel like I’ve already hit a wall with what this app can offer me, and I don’t think I’ll be renewing.

TL;DR: Good for total beginners, but if this is a skill you’re serious about acquiring then I’d recommend looking elsewhere.",3,False,IsThisOneTakenYouJerks,Fun for a couple of weeks,NEGATIVE,came mimo absolute novice comes coding minimal experience html experience whatsoever coding languages first found lessons fun engaging within couple weeks felt like decent understanding basic mechanics html css javascript principals taught bitesized lessons similar structure duolingo two things program really well providing side projects allow apply knowledge skill challenges allow test understanding material drew initially however tried dive deeper lessons mimo offer incredibly disappointed shallow material python course example spread 11 lessons none aforementioned skill challenges side projects allow solidify knowledge experience trying learn c seems theyve put quite bit work html css js nearly enough offerings system place repeat lesson three times learned contacting tech support nowhere app tell level supposedly difficult last except theyre difficult mostly info half questions tell exactly feels like rote repetition actual learning overall get sense mimos marketing strategy make seem though offer material actually stretch information many units possibly paid month pro dont regret got lot month learning feel like ive already hit wall app offer dont think ill renewing tldr good total beginners skill youre serious acquiring id recommend looking elsewhere,challenges,challeng
1439,2021-04-22 16:52:13,"{'id': 22484017, 'body': 'Hi there! Thanks for the review. We’re experimenting with different ways to allow our users to access as much of our content for free as it is possible, while still giving benefits to our Pro users, and the hearts are a way to achieve that. Cheers!', 'modified': '2021-04-27T10:24:26Z'}",THIS HEART SYSTEM IS SO BAAAAAAAD I JUST OPEN THE APP TO LEARN AND I ANSWERED WRONG AND THE HEARTS FAAAADDDDEEEDDD II HATTE IT 😡😡😡🤬🤬🤬🤬🤬😡😡,2,False,no dpider ok,I hate the heart system,POSITIVE,heart system baaaaaaad open app learn answered wrong hearts faaaaddddeeeddd ii hatte,torture breaks,heart system
1461,2018-10-09 03:26:22,"{'id': 5440046, 'body': ""Hi Zoster. Many thanks for using Mimo and your extensive feedback - it's much appreciated, as our user's satisfaction is our primary concern. Have a great day!"", 'modified': '2018-10-10T10:32:14Z'}","I just got this app and wiped through some of the first lessons, but got completely thrown off when I needed to get a subscription to go anywhere past the first levels. 
Honestly I bet that may be a flaw and a cause for people to leave the app as soon as they get it. 
A suggestion for this would be maybe look at letting users do higher levels, but without a subscription put the it on a time limit. If funding is that big of an issue, I don’t really know how well newer users will do. For example:

Letting users unlock all the levels, however. For every activity (getting started, etc.) have an extended wait until they could do the next level (30 mins, 3 hrs, 1 day, etc.). This way users would still be pushed to get a subscription, but can still access and enjoy the app. Also, maybe insert adds in-between lessons for non-subscriptions, or you could even put the option of using adds to shorten the wait time by a bit. 

That being said, the app in itself looks really great! Which is why I give it four stars, it’s just the fact that you need at LEAST a $10 subscription to go past the first level of any course that I wouldn’t really recommend it yet. But that’s no excuse to stop yourself from trying it! I appreciate you taking time to hear my thoughts, cya!",4,False,Zoster😙😍,"Great idea, troubling activity.",NEGATIVE,got app wiped first lessons got completely thrown needed get subscription go anywhere past first levels honestly bet may flaw cause people leave app soon get suggestion would maybe look letting users higher levels without subscription put time limit funding big issue dont really know well newer users example letting users unlock levels however every activity getting started etc extended wait could next level 30 mins 3 hrs 1 day etc way users would still pushed get subscription still access enjoy app also maybe insert adds inbetween lessons nonsubscriptions could even put option using adds shorten wait time bit said app looks really great give four stars fact need least 10 subscription go past first level course wouldnt really recommend yet thats excuse stop trying appreciate taking time hear thoughts cya,torture breaks,wait tim
1462,2017-11-28 11:38:38,"{'id': 3271176, 'body': ""Thanks for your feedback, es206! We've heard you, and done both: 1) we've fixed the issues with the lessons that you addressed and 2) we've included a 3 months subscription. Have you seen it? Please let us know what you think! You can either answer directly to this review or send us an email to feedback@getmimo.com We're looking forward to hearing from you!"", 'modified': '2018-04-26T13:33:02Z'}","In c# ”main and system” lesson 2, there are no options, and an error message is displayed when you hit solve. After that you can’t move on to the next lesson. This is on the latest iPad Pro. 

Also some c# lessons write incorrect output. I filed reports for those. You also suddenly use the “this” keyword in a class lesson without even mentioning it (it’s kind of important). The app is well designed, but some of the lessons could use a good editing pass. 

In addition, the subscription is priced as if you would study every programming language in creation. Generally people only need a few and there really isn’t enough content in any single language that you cover to justify mandatory 1 year/ $50 subscriptions. Maybe the idea is to dip your toes into everything, but I really think 3 month subscriptions make more sense if you have faith that your product and future content can retain customers.",3,False,es206,Buggy lessons and yearly subscriptions,NEGATIVE,c main system lesson 2 options error message displayed hit solve cant move next lesson latest ipad pro also c lessons write incorrect output filed reports also suddenly use keyword class lesson without even mentioning kind important app well designed lessons could use good editing pass addition subscription priced would study every programming language creation generally people need really isnt enough content single language cover justify mandatory 1 year 50 subscriptions maybe idea dip toes everything really think 3 month subscriptions make sense faith product future content retain customers,"voting, status quo sloth","content r, custom"
1464,2017-12-04 01:49:58,"{'id': 3271239, 'body': ""Thanks for your feedback, Dragon_Aries! We're about to try out different pricing models. We'll also be sure to increase the amount of free content in the near future – stay tuned! We're already working on that. 📻"", 'modified': '2018-04-26T13:37:32Z'}","Edit: found a subscription plan that works for me. Will rate this app 5 stars once monthly subscriptions are available to everyone. So far, though, the app is easy to understand and kinda fun. I like it ^^
——————————
If it was like $4.17 a month for 3 months— or even 6 months— I’d be a lot more comfortable purchasing the subscription. Which, by the way, is required to get past the first lesson. But, it’s for a year. Which is really $50 a year. I don’t want to spend $50 on something unless I REALLY want it. So, app developers, you should really listen to all the feedback saying this: Either lower the price, lower the required subscription length, or give a one or two week free trial with unlimited access. Believe it or not, it’ll more than likely increase your customers and income.

That aside— Actually, no. I won’t review the quality of the app until I can actually use it. For less than $50.",3,False,Dragon_Aries,Subscription is practically required,NEGATIVE,edit found subscription plan works rate app 5 stars monthly subscriptions available everyone far though app easy understand kinda fun like like 417 month 3 months even 6 months id lot comfortable purchasing subscription way required get past first lesson year really 50 year dont want spend 50 something unless really want app developers really listen feedback saying either lower price lower required subscription length give one two week free trial unlimited access believe itll likely increase customers income aside actually wont review quality app actually use less 50,status quo sloth,custom
1465,2016-10-11 11:31:32,,"Mimo is an app for learning programming languages and other computer science topics on the go. Each lesson consists of a series of short presentations which you can get through in little time but which, all together, add up to a robust introduction to a particular computer science topic. I have hesitated to give a review of this app until now as, until recently, there have not been any new releases for this app. However, in the last week or so, there have been two releases one that fixed typos and the other that added two new computer science topics. In addition, the app creators promise more topic releases in the near future. I am especially interested in the non programming language topics as not to many on the go learning app creators add these kind of topics.",5,False,PRegan,Great potential and fast release cycle so far,POSITIVE,mimo app learning programming languages computer science topics go lesson consists series short presentations get little time together add robust introduction particular computer science topic hesitated give review app recently new releases app however last week two releases one fixed typos added two new computer science topics addition app creators promise topic releases near future especially interested non programming language topics many go learning app creators add kind topics,boosters,special
1466,2018-06-28 22:37:41,"{'id': 5882155, 'body': 'Hi RealTheFighter, thanks for your detailed feedback! We want to make Mimo affordable for everyone while paying rent and salaries. We are currently working on more free content/features, our core functionality will stay to pay though. We take your feedback seriously and are also trying to improve the content we show before we ask you for a subscription. Best, your developers at Mimo', 'modified': '2018-11-10T07:17:22Z'}","I love this app. I downloaded it because of it’s promise of teaching me about coding. I did read that the app did have purchases, but thought it wouldn’t get in my way. When I opened the app, I selected gaming and it ran me through the first lesson. After completing it, I felt excited to go to the next course. But to my surprise, the app blocked me from at least getting a firm grip on coding. It said I had to pay 9.99 a month. The thing I thought was dumb was not that the app asked me for 9.99 a month, but that it didn’t let me have a firm grasp before stopping me. When I read, “Game contains in-app purchases,” I didn’t expect it to stop me after the first lesson. Please change it so that people can not only learn how to make the console say something, but also how to make a platforming game. Thank you for reading this, please take this into account.",4,False,RealTheFighter,"Good and all, but...",NEGATIVE,love app downloaded promise teaching coding read app purchases thought wouldnt get way opened app selected gaming ran first lesson completing felt excited go next course surprise app blocked least getting firm grip coding said pay 999 month thing thought dumb app asked 999 month didnt let firm grasp stopping read game contains inapp purchases didnt expect stop first lesson please change people learn make console say something also make platforming game thank reading please take account,"torture breaks, status quo sloth","inapp purchas, account"
1468,2019-02-07 07:18:49,,"If not one single thing in the app is going to be free, and I’m not talking about a free trial of the paid stuff, the just charge for the app! When developers make their apps free but nothing in the app is actually free, except for a free trial that takes your credit card info anyway, it makes customers feel lied to. Just be upfront with it, this looks like a great app and of course people will jump on it if it’s “free”! If developers are going to keep their apps free but charge for content, which is understandable because developers have rent to pay and food to buy too, I’d recommend at least making an introductory level content free so customers can try it out before deciding to make a regular financial commitment. People are hesitant to just give credit card info for free trials, there have been more than one company and more than one instance where cards got charged anyway or purchases were made without the cardholder’s consent.",2,False,Gelatojustice876529,Just charge for the app,NEGATIVE,one single thing app going free im talking free trial paid stuff charge app developers make apps free nothing app actually free except free trial takes credit card info anyway makes customers feel lied upfront looks like great app course people jump free developers going keep apps free charge content understandable developers rent pay food buy id recommend least making introductory level content free customers try deciding make regular financial commitment people hesitant give credit card info free trials one company one instance cards got charged anyway purchases made without cardholders consent,status quo sloth,custom
1471,2018-09-14 05:01:22,"{'id': 4931368, 'body': ""Thanks for your feedback. If you logged in with Google/Facebook you cannot reset your password because you don't have a password then. Please double check. Also, feel free to reach out to support@getmimo.com to get additional help from our support team! Thanks. 😃"", 'modified': '2018-09-14T05:01:22Z'}","It’s a great app. It teaches the basics of coding on your own time so people can have a feel for it. But, I’m trying to get on the website to start the project and it’s not letting on my account so I’m thinking it’s me that I forgot the password to I wanted to reset. I tried all my emails and still I have not got any email to reset it. So I’m upset that I can test out building the video game and I feel like I’m not learning anything if I can see how it works. I don’t want to keep on going until I get one project going so I can learn from my mistake. So my purchased was just wasted. It needs a way to contact someone to help out with these kind of things. Now my account is block and I don’t know how to unblock it.",5,True,RabbitMT,Trying to reset password,NEGATIVE,great app teaches basics coding time people feel im trying get website start project letting account im thinking forgot password wanted reset tried emails still got email reset im upset test building video game feel like im learning anything see works dont want keep going get one project going learn mistake purchased wasted needs way contact someone help kind things account block dont know unblock,"visual grave, status quo sloth","learn mistak, account"
1475,2018-06-24 18:07:48,"{'id': 3215064, 'body': ""Hi there! We make the app available for free, so you can try out before committing to a subscription. We want Mimo to be affordable for as many people as possible while allowing us to pay rent and salaries. Nevertheless, we'll be sure to increase the amount of free content in the near future – hang in there! We'd love to hear from you what you didn't like about our introduction chapters to improve Mimo. You can either answer directly to this review or send us an email to feedback@getmimo.com We're looking forward to hearing from you!"", 'modified': '2018-06-24T18:07:49Z'}","The only thing free about this app is the bogus flat intro of each lesson. Then it’s $50-60/year or $30 for 3 months.
————————————
Update: 
I gave in and decided to subscribe. The lessons in some areas are decent while in others are still too rudimentary to even consider oneself a novice after passing their last level. Overall I’d give it 2.5 stars if possible, because it’s half way there. 
The program itself is a great concept not lacks execution. I joined to see if it had more depth, and really it doesn’t. I’ve been in the tech field for over 20 years and I’ve done programming (no expert, but I can hold my own), SQL Database Administration, Ethical Hacking, and Systems Administration. I would like to think I know what I’m talking about. 
The program has promise but needs more practical content rather than multiple choice options. If there’s a way to involve an emulator for programming, or establish a bit more real-world application of concepts. Learning the vocabulary and verbiage is great, but when it comes to practice it’s very different than in the app. 
I would also suggest that the concepts have a common theme. That way the user can follow a storyline throughout. 
For me, it’s a waste of money. For a absolutely newbie to programming it might help, but 3-4 courses on Udemy or Coursera costing $10 each might give you a better handle on it than the app, and still cost less.",1,True,Edgedev,Supposedly Free,NEGATIVE,thing free app bogus flat intro lesson 5060year 30 3 months update gave decided subscribe lessons areas decent others still rudimentary even consider oneself novice passing last level overall id give 25 stars possible half way program great concept lacks execution joined see depth really doesnt ive tech field 20 years ive done programming expert hold sql database administration ethical hacking systems administration would like think know im talking program promise needs practical content rather multiple choice options theres way involve emulator programming establish bit realworld application concepts learning vocabulary verbiage great comes practice different app would also suggest concepts common theme way user follow storyline throughout waste money absolutely newbie programming might help 34 courses udemy coursera costing 10 might give better handle app still cost less,voting,content r
1476,2018-01-30 17:23:03,"{'id': 3271449, 'body': ""Thanks for your feedback, Daveysprite! We've heard you and included a 3 months subscription. Have you seen it? Please let us know what you think! We'll also be sure to increase the amount of free content in the near future – stay tuned! We're already working on that. 📻"", 'modified': '2018-04-26T13:53:06Z'}","The app looks and feels smooth and intuitive, but it’s advertised as free only to be backed up behind an enormous paywall of $40 a year, which isn’t too bad but it sure feels like it considering it was shown as free and is also a huge chunk of money at one time for an app you don’t even know if you’ll like enough to use for the entire year. If the app was on the store for like 4.99 or maybe a little more i might consider it, but i really hate subscriptions, especially ones that don’t offer 1 month options in case i don’t even like it. The introduction wasn’t really beneficial at all so it doesn’t tell me anything about what the app actually teaches. It feels and looks like DuoLingo but for coding, but it just doesn’t go about it the right way. I think they’d get more business if they went about the paywall differently. Hopefully they’ll get on that sometime.",2,False,Daveysprite,Either make it free or offer a flat price.,NEGATIVE,app looks feels smooth intuitive advertised free backed behind enormous paywall 40 year isnt bad sure feels like considering shown free also huge chunk money one time app dont even know youll like enough use entire year app store like 499 maybe little might consider really hate subscriptions especially ones dont offer 1 month options case dont even like introduction wasnt really beneficial doesnt tell anything app actually teaches feels looks like duolingo coding doesnt go right way think theyd get business went paywall differently hopefully theyll get sometime,"boosters, torture breaks","special, paywal"
1481,2019-06-30 23:50:02,"{'id': 9596070, 'body': ""Hi there. Thanks for your feedback. We've now updated the app so you're able to revisit already seen content to keep your knowledge fresh. If you haven't updated now is your chance. Have a great day!"", 'modified': '2019-07-10T14:50:57Z'}","I really like learning with this program BUT these are complex ideas to someone who is new to programming. Don’t make the mistake I did. Take notes! After the lesson write down as much as you can remember bc you won’t be able to retake or reference the lesson in the future. You can only access the recharge portion. Why would they limit us in this way — no idea! Just make it a habit even if it seems like you’re remembering it easily at the beginning. The ideas build off of each other and their is no reviewing and incorporation of past lessons. I do recommend Mimo but this is a really ridiculous restriction— and I can’t go back and retake the lessons without starting a new account and paying again, so...",4,False,all4hero,Take notes!,NEGATIVE,really like learning program complex ideas someone new programming dont make mistake take notes lesson write much remember bc wont able retake reference lesson future access recharge portion would limit us way idea make habit even seems like youre remembering easily beginning ideas build reviewing incorporation past lessons recommend mimo really ridiculous restriction cant go back retake lessons without starting new account paying,status quo sloth,account
1484,2017-11-15 07:50:31,,"Dear Mimo,

I love the concept of this app and a lot of things are made quite clear and concise through the lessons. I found the introduction to hacking very straightforward. However, I see a _lot_ of mistakes in the lessons, especially typos or missing words in the exercises, which sometimes makes it unclear what the exercise is actually even about. I’ve been trying to report these kinds of things but have so far received no indication that my reports have even been received. I was also a bit disappointed by the need to pay $50/year in order to do just about anything in the app. You really should give a more in-depth preview before you force people to pay. Also, if you already have programming experience, it’s unclear if you can skip ahead to more advanced topics. Maybe the target audience is only complete beginners, but if that’s the case then the $50/year is _definitely_ not worth it. Also, as sort of a side note, the update notes here on the App Store are bugged out. How can you not have noticed that???

Please extend your preview, fix your errors, lower the cost, and add content for more advanced users. I don’t think you want people to feel like they’re being scammed.

Best wishes,
Ben",2,False,Benssoon,Not quite there,NEGATIVE,dear mimo love concept app lot things made quite clear concise lessons found introduction hacking straightforward however see _lot_ mistakes lessons especially typos missing words exercises sometimes makes unclear exercise actually even ive trying report kinds things far received indication reports even received also bit disappointed need pay 50year order anything app really give indepth preview force people pay also already programming experience unclear skip ahead advanced topics maybe target audience complete beginners thats case 50year _definitely_ worth also sort side note update notes app store bugged noticed please extend preview fix errors lower cost add content advanced users dont think want people feel like theyre scammed best wishes ben,boosters,special
1487,2016-08-27 22:09:47,,"Installed because I haven't coded in many years and am looking to get reacquainted with my old friend, this app fits the bill perfectly. 
Content is effective and presented in a fun and entertaining way, and has greatly helped with recalling syntax (and even learning some new languages). No, $50 ain't cheap, but you'll spend $100 on a used C# book, this will teach you 7-8 with the promise of upcoming content. As to the 'unproven developer' bit, I had an issue with payment and an executive from the team reached out personally to help, over the course of a few emails I'm convinced they are the real deal and look forward to further features (RPi please!).",5,False,Agent.y3s,"Great app, great support",POSITIVE,installed havent coded many years looking get reacquainted old friend app fits bill perfectly content effective presented fun entertaining way greatly helped recalling syntax even learning new languages 50 aint cheap youll spend 100 used c book teach 78 promise upcoming content unproven developer bit issue payment executive team reached personally help course emails im convinced real deal look forward features rpi please,status quo sloth,person
1490,2018-11-08 16:08:53,"{'id': 5872063, 'body': ""Hi there. Many thanks for using Mimo and for rating our courses. Our team is thrilled to hear that you are enjoying our app. Anytime you have any questions, or you get stuck on a challenge, feel free to contact our team at support@getmimo.com, and we'll come back to you as soon as possible."", 'modified': '2018-11-09T09:31:07Z'}",So I enjoy using this so much so that i can’t put it down. But I couldn’t solve my first challenge. That’s a problem for me. And there are only two challenges. I think that it should be five plus challenges. I also believe they the system should automatically update your challenges as you progress in level rather than having to wait a whole day just to be challenged two more times. I like the app. It is Straightforward and to the point. I like that. I also like to see a section for terms learned and a review section. Because the days I don’t practice i can always do a quick review of what i learned.,4,False,Saintwalker_9,There’s always room for improvement 😁,NEGATIVE,enjoy using much cant put couldnt solve first challenge thats problem two challenges think five plus challenges also believe system automatically update challenges progress level rather wait whole day challenged two times like app straightforward point like also like see section terms learned review section days dont practice always quick review learned,challenges,challeng
1494,2016-08-22 21:37:18,,"I did the two free lessons, and the content seems good and similar to some other apps I've tried. I enjoyed the way the content was delivered, and would happily pay to continue using the service. 

However, it seems very misleading to advertise 'Premium' when there doesn't appear to be any other subscription option. You pay for 'Premium' or you get the first lesson or two of each library. 

Additionally, I cannot justify paying for a year up front, and that is where the app/service lost me. It advertises a $4.17/month cost, but there appears to be no way to be billed monthly. You either pay for a year or you're out of luck. Not only is that also misleading (don't advertise the monthly cost of you can't do a monthly billing option), but it is hard to pay that much when I don't know if there is enough content for me to be using the service for a year. 

Should an option for monthly billing be added, I would gladly try the 'Premium' option. I hope the app is successful either way because I think there is a huge market for programming learning/training via mobile devices.",2,False,AwesomeAnimals,"Content seems good, pricing options do not",NEGATIVE,two free lessons content seems good similar apps ive tried enjoyed way content delivered would happily pay continue using service however seems misleading advertise premium doesnt appear subscription option pay premium get first lesson two library additionally cannot justify paying year front appservice lost advertises 417month cost appears way billed monthly either pay year youre luck also misleading dont advertise monthly cost cant monthly billing option hard pay much dont know enough content using service year option monthly billing added would gladly try premium option hope app successful either way think huge market programming learningtraining via mobile devices,torture breaks,live
1495,2017-08-30 06:20:07,,"Man, that was brutal. It was also 5 minutes of my life I will never get back. The introductory section (the only part of the app that's free) goes over how to make a PB&J (yes, the sandwich), what to do when you encounter a door to a room, and a multiple choice question asking which of the listed possible answers are computer programs. Can't make that up.

Y'all have got to give the people more than that before attempting to initiate a conversation about buying your product. I have purchased many, many apps over the years, but only ones that have proven their worth first. I'm sure the app is great, guys, but you have to prove it before many will be willing to pay money for it. I really hope y'all decide to include a section that even remotely discusses what programming is before asking anything about subscribing to the product. 

That's like paying somebody for cutting your hair before they've even picked up the scissors. 

I cannot even fathom how many potential customers are saying ""forget this"" and moving onto something else. 

Until y'all include just a LITTLE bit more before you start asking people to take their wallet out, I've gotta ask - 

How's that goin' for ya?",1,False,Schi Town,Gotta give the people more than that,NEGATIVE,man brutal also 5 minutes life never get back introductory section part app thats free goes make pbj yes sandwich encounter door room multiple choice question asking listed possible answers computer programs cant make yall got give people attempting initiate conversation buying product purchased many many apps years ones proven worth first im sure app great guys prove many willing pay money really hope yall decide include section even remotely discusses programming asking anything subscribing product thats like paying somebody cutting hair theyve even picked scissors cannot even fathom many potential customers saying forget moving onto something else yall include little bit start asking people take wallet ive gotta ask hows goin ya,status quo sloth,custom
