Unnamed: 0,date,review,rating,isEdited,userName,title,developerResponse,sentiment,standardizedReview
169,2019-07-05 08:50:56,"Since the update and complete re-do of Encode into Knowin, the app has gotten worse, you can no longer learn to code offline without paying for a subscription, and those who paid for extra classes on Encode, have lost their spent money and reward. Besides that, Knowin does look better, but it’s not a great enough benefit to warrant stealing the money of those who bought extra classes.",3,False,-=lukewarm=-,Knowin is worse than Encode,"{'id': 9521540, 'body': 'Hi\n\nThanks so much for learning with us in our previous app and giving our upgraded app a go!\n\nAs we\'ve replaced Encode with Knowin on iOS, we definitely will not be charging twice! If you\'ve already paid for any upgrades in Encode for iOS you can get the complete version of Knowin by tapping either the ""Restore purchases"" or ""Restore from Encode Plus"" buttons.\n\nThere will be no extra charges and all premium features will be made available to existing users of Encode Plus when they upgrade to Knowin.\n\nApologies for any misunderstanding. Let me know if you need any other help restoring your purchases, or have any other feedback as a longtime user of our apps at support@upskew.com :)', 'modified': '2019-07-06T02:15:18Z'}",NEGATIVE,since update complete redo encode knowin app gotten worse longer learn code offline without paying subscription paid extra classes encode lost spent money reward besides knowin look better great enough benefit warrant stealing money bought extra classes
170,2018-12-03 16:21:34,I always thought coding would be fought and Obnoxious to learn about but this app makes it fun and I would Best explain it as a Comedian that is trying to teach,5,False,Quatum Pharaoh,This app is a fun way to learn how to code,,POSITIVE,always thought coding would fought obnoxious learn app makes fun would best explain comedian trying teach
171,2019-07-03 22:34:09,"I think that the new upgrade is fantastic. The colors are bright and engaging and you can change the theme of the app very easily. I like  how new languages and lessons have been added. However there are a few things that in my opinion, should be changed.
  So I had downloaded this app before when Knowin was Encode. I had liked it a lot and so I purchased it to have access to the whole program. One thing that’s different in the new version that I think should be added back is the option to type out the code yourself. I think it’s a much better way to learn and memorize the lessons. 
  One other issue for me is that when you start a lesson there’s no way to go back? It may be just me but I honestly don’t see any obvious way that I can. 
 Thank you for your time",4,False,200408,Some Minor Issues,"{'id': 9489742, 'body': ""Thanks for your feedback on the new upgrade!\n\nOnce you're inside a lesson, you can navigate between lessons by swiping left or right on the lesson (you can only navigate forwards if you've previously completed that section of the lesson)."", 'modified': '2019-07-04T02:26:25Z'}",NEGATIVE,think new upgrade fantastic colors bright engaging change theme app easily like new languages lessons added however things opinion changed downloaded app knowin encode liked lot purchased access whole program one thing thats different new version think added back option type code think much better way learn memorize lessons one issue start lesson theres way go back may honestly dont see obvious way thank time
172,2019-07-03 22:09:56,"The previous update was amazing! Super clear with a minimal design, and a lot of stuff to do during the lesson.
With the new update you are to write the code a little few times, it basically a press the button “continue” every time.

I like the fresh design, the possibility to change the themes but when you start course and finish the first section, isn’t really intuitive that you have to swipe to proceed for the next section.

I definitely preferred the previous update!
Encode > Knowin",3,False,Lommetto,"I’m sorry, it’s a no.","{'id': 9521509, 'body': ""Hi Lommetto,\n\nThat's a good point that we can make the chapter navigation a little clearer. We'll release an update soon to fix this up.\n\nIf you have any other feedback, please email us at support@upskew.com.\n\nUpdate: Our latest version now includes navigation buttons, so you can either swipe between chapters or use the navigation buttons."", 'modified': '2019-07-06T02:06:42Z'}",POSITIVE,previous update amazing super clear minimal design lot stuff lesson new update write code little times basically press button continue every time like fresh design possibility change themes start course finish first section isnt really intuitive swipe proceed next section definitely preferred previous update encode knowin
173,2019-06-06 18:00:16,"I tried to complete one of the extra challenges where I had to print a string a number of my choice times. The number I chose was 10^100(10**100 in Python), equivalent to one googol. After I tried to print the three letter word ""Yes""('Yes' in Python) the app crashed. I think that you need to add more support for extremely large quantities. Thanks for reading.",3,False,Aidan Anthony,Crash,,NEGATIVE,tried complete one extra challenges print string number choice times number chose 1010010100 python equivalent one googol tried print three letter word yesyes python app crashed think need add support extremely large quantities thanks reading
174,2019-02-27 00:18:10,"I am doing this to learn code, and was happy this app was free until it asked me to pay after only 15 minutes of use.  Otherwise a great app would recommend.",4,False,philip russell,Ask for too much,"{'id': 7521835, 'body': ""Hi Philip,\n\nGreat to hear you're learning to code.\n\nAll the paid content is optional, so it's totally fine to skip the mini-topics."", 'modified': '2019-03-01T07:34:43Z'}",NEGATIVE,learn code happy app free asked pay 15 minutes use otherwise great app would recommend
175,2017-09-28 11:30:06,"I'm not extremely talented at writing code, but I do understand how to copy a few words and characters, which is what I did, but to my surprise it gave me an error that I can't even comprehend.

I don't recall what exactly it was, but it included the number 23, line, and syntax error. If this is supposed to be a feature, I find it extremely puzzling as to why it would be added as an error message to people just starting out with coding.

Soon after that, I clicked the hint button, or whatever you call the button that fills in the code for you, and I ran it, and it came out fine with the preset Charles Babbage. (Glad you put that in there, I was extremely inspired by his work on the analytical engine.) I guess I should mention that this is in JavaScript: Variables I. After that, I tried once more typing in the line of code, and fortunately, it didn't come up with the strange error, it came up with ""undefined"". I even ended up trying to replace Charles Babbage with my name, and it still came up with ""undefined"". Another thing to mention, was that it was completing the Topic.

I haven't progressed much more into the app after that unfortunate encounter, but I would like to say that the interface is very clean, simplistic, and modern, and it also is very easy to navigate, but there is a feature that I would like to see added, and that is to be able to close out of the text editor without having to press run. It's not a very big deal, but I believe it would help a lot of people trying to go back and see a previous example of what they are supposed to be coding without having to run their current code they have written.

I really hope to see this app progress, as I believe it has lots of potential, and can be beneficial to people of all wanting to learn how to start coding HTML/JS/CSS.

Side Note: As I said earlier, I'm nowhere near tech-savvy, so I might be missing something and making a giant fool out of myself by posting this, so please give me some slack if it turns out to be nothing but my inability to grasp new concepts.

EDIT: I've decided to give this app the extra two stars because I was at fault for the ""bug"" I was talking about. It turned out that I wasn't seeing a "";"" at the end of a line. Another reason is that the app developers are listening to feedback and are actively trying to improve their app.",5,False,Colin M. S.,A lot of Potential: A few Bugs,"{'id': 1432746, 'body': ""Hi Colin,\n\nWe're always looking to improve our lessons and we want to make it as easy as possible to grasp new coding concepts. To help us improve that particular lesson, could you please tap the 'flag' button in that lesson with your code, so we can have a look at why your answer isn't accepted? The flag button is located at the top of every lesson.\n\nIn terms of the better error messages for incorrect user JavaScript code, we're working on a new way to run JavaScript that will be ready soon. This new method will have improved error messages that will better match error messages that you'd see in other JavaScript environments (such as those in a browser), and will not have a stack trace (with the line numbers you're seeing) that's included in the current version.\n\nI think adding another way to close the keyboard is a great idea. I'll look to adding this in the next release. It's something I've noticed that would be a handy feature when coding in Encode as well.\n\nThanks for your detailed feedback and review. Please email support@upskew.com should you have any other feedback about Encode.\n\nUpdate: Our latest release includes an improved JavaScript engine that makes error messages better match those in other environments, and has an added method to close the keyboard. Thanks for your review!"", 'modified': '2017-10-05T01:58:48Z'}",NEGATIVE,im extremely talented writing code understand copy words characters surprise gave error cant even comprehend dont recall exactly included number 23 line syntax error supposed feature find extremely puzzling would added error message people starting coding soon clicked hint button whatever call button fills code ran came fine preset charles babbage glad put extremely inspired work analytical engine guess mention javascript variables tried typing line code fortunately didnt come strange error came undefined even ended trying replace charles babbage name still came undefined another thing mention completing topic havent progressed much app unfortunate encounter would like say interface clean simplistic modern also easy navigate feature would like see added able close text editor without press run big deal believe would help lot people trying go back see previous example supposed coding without run current code written really hope see app progress believe lots potential beneficial people wanting learn start coding htmljscss side note said earlier im nowhere near techsavvy might missing something making giant fool posting please give slack turns nothing inability grasp new concepts edit ive decided give app extra two stars fault bug talking turned wasnt seeing end line another reason app developers listening feedback actively trying improve app
176,2017-08-15 15:23:00,Good!,5,False,Cafmel,It's  a very entertaining way to learn hot to code,,POSITIVE,good
177,2017-09-26 19:17:11,I’m starting to learn how to code and it helped me learn the basics but it would be nice for an advanced area where you could start to make games and more complex pieces of code 😀,4,False,WriteReviwer,An advanced lesson would be nice,,NEGATIVE,im starting learn code helped learn basics would nice advanced area could start make games complex pieces code
178,2017-06-19 00:33:16,"Finally an easy to use easy to learn app that teaches things we need to and should know about the wonderful world of coding.  Brilliant design, layout, formatting and nice little hints of humor put in by creators. I'll recommend this to anyone I know who wants to learn code, how to make a website or anyone who just needs less free time. Love it!",5,False,Tyty911,The best app I've come across in years.,,POSITIVE,finally easy use easy learn app teaches things need know wonderful world coding brilliant design layout formatting nice little hints humor put creators ill recommend anyone know wants learn code make website anyone needs less free time love
179,2017-04-04 05:11:01,"Since I'm learning web development I decided to ""kill free time"" learning with this great app instead of -checking Facebook, WhatsApp, etc.- It's good to reinforce concepts and practice simple code exercises that help you keep the new knowledge fresh in your mind. I recommend it to everyone learning to code!!",5,False,W86compositor,Very happy and amazing job!!,,POSITIVE,since im learning web development decided kill free time learning great app instead checking facebook whatsapp etc good reinforce concepts practice simple code exercises help keep new knowledge fresh mind recommend everyone learning code
180,2017-03-19 06:04:33,I am only a novice but I have always wanted to find a great app that would help me to learn how to code and this app is the answer to that wish.,5,False,Whisper4441,Learned a lot,,POSITIVE,novice always wanted find great app would help learn code app answer wish
181,2017-03-21 17:01:54,"Really Horrible UI. It seemed to have great promise, but it's terrible that you can't use the two finger drag on the keyboard to move the cursor or use the arrow keys when using a Bluetooth keyboard.

The app is clunky at best. You're better off looking at other Apps in the App Store.

It was a great idea, but unusable at it's current state. I'll keep it downloaded on my device. Right now, I'll stick with using Free Code Camp on my iPad. If you want to use an iOS app, try out Py, Mimo or SoloLearn.

UPDATE: 3/20/17
They listened to this feedback and now you can move the cursor with the keyboard, iPad on screen keyboard (2 finger drag), & iPhone 3D Touch drag.

It falls short in that you're not able to easily copy and paste. Additionally, you don't have the ability to use a CMD+Delete when using a keyboard. It's just odd that you can't use standard keyboard shortcuts that work everywhere else in the OS.

I upped a star since you're now able to move the cursor, but that's just the start. Would love to be able to use other standard keyboard shortcuts, beginning with copy, cut and paste, a more aesthetically pleasing UI, and more content. I'll begin to add stars whenever these features are added.",4,False,Marvive,Horrible UI,"{'id': 1273218, 'body': ""Hi Marvive,\n\nThank you for your detailed feedback. We're sorry to hear of your bad experience with Encode, and we're committed to fixing the issues you've outlined around the areas of design, the code editor and content.\n\nIn our latest update, we've redesigned the app and improved our code editor to support keyboards.\n\nIn our next update, we'll be bringing significantly more content to our users in both the web and coding topic.\n\nPlease email us at support@upskew.com should you have any additional feedback about Encode."", 'modified': '2017-09-16T01:50:52Z'}",NEGATIVE,really horrible ui seemed great promise terrible cant use two finger drag keyboard move cursor use arrow keys using bluetooth keyboard app clunky best youre better looking apps app store great idea unusable current state ill keep downloaded device right ill stick using free code camp ipad want use ios app try py mimo sololearn update 32017 listened feedback move cursor keyboard ipad screen keyboard 2 finger drag iphone 3d touch drag falls short youre able easily copy paste additionally dont ability use cmddelete using keyboard odd cant use standard keyboard shortcuts work everywhere else os upped star since youre able move cursor thats start would love able use standard keyboard shortcuts beginning copy cut paste aesthetically pleasing ui content ill begin add stars whenever features added
182,2017-03-17 18:53:49,This app is definitely something to consider using when you're new to the world of code. I just wish there were more free lessons. It's a very helpful app!,5,False,ILYoongi,I can appreciate it.,,POSITIVE,app definitely something consider using youre new world code wish free lessons helpful app
183,2017-03-10 04:16:10,"I've been looking for an app, website, book, or video to teach me how to code. This app is the app to learn Java. I've gone through almost all of the coding section. I would definitely get recommend this to a friend. It's free for a while until you have to pay five dollars to get more 'chapters' but it's worth it. good job Upskew!!!",5,False,Grootman152,This is amazing!!!!!!!,,POSITIVE,ive looking app website book video teach code app app learn java ive gone almost coding section would definitely get recommend friend free pay five dollars get chapters worth good job upskew
