,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language
298,ce467814-2e9d-406a-81b6-070bba0d75f3,Juan C Sánchez,https://play-lh.googleusercontent.com/a-/ACB-R5TKpKW285DiEkUjF7zH3L8HbfFi6cDVSyPEeTZkdA,"Va muy bien, y es muy didáctica",5,0,31.1.4,2021-02-27 21:42:35,,,31.1.4,es
299,592dd0bb-0659-402f-8b82-2f056a4d2f67,Andrés Herrera,https://play-lh.googleusercontent.com/a/AGNmyxYhfDAKn85YImea8BUUHD5lZ9mULjLhR8M-rQPD=mo,"Muy buena app, los cursos son realmente buenos y estructurados.",5,1,31.1.4,2021-02-27 19:49:48,,,31.1.4,es
300,46193c2d-be61-44bf-9745-3f5defe39456,Valeria Furlotti,https://play-lh.googleusercontent.com/a-/ACB-R5Q7eRlOZhvoJL4mLEKu_lBfAHNx83rLBtAg9xDJd4E,"Me encanta cómo se puede aprender practicando, y el sistema de puntos es muy motivador. Me ENCANTAAAA",5,0,31.1.4,2021-02-27 14:50:48,,,31.1.4,es
301,14d94402-ff31-4ac1-8f5f-0d9ede08f783,Rafael Galvis,https://play-lh.googleusercontent.com/a/AGNmyxa6tuX8duHVbiFFxhU8R_8_KI8bOkfghqhqejum=mo,Buen contenido,5,0,31.1.4,2021-02-23 17:30:26,,,31.1.4,es
302,090f2363-d203-483c-b85c-9ec76a5646d4,Ivan Ramon Jardon Rodriguez,https://play-lh.googleusercontent.com/a-/ACB-R5RBPSsrBRH7_-VzveCMSciN3PotXpGTZa-bpCpHzzY,La mejor app y plataforma para aprender data science,5,0,31.1.4,2021-02-20 07:41:03,,,31.1.4,es
303,9992e356-90d4-49da-98ce-c7c9b516ad50,Aaron Caldera,https://play-lh.googleusercontent.com/a-/ACB-R5RfdWGoiFnDyk0fikcGYsfF-yc9UQ6Liw99HKgzNA,"Muy didáctica, necesario conocer el idioma inglés. Te lleva paso a paso por cada problema y aunque se atasca a veces, es bastante amigable con el usuario, excelente app para ser de uso gratuito",5,3,31.1.4,2021-02-19 18:07:23,,,31.1.4,es
305,f6ef5946-d729-4f0c-8131-7b78c9c722ca,Anakin Rommel,https://play-lh.googleusercontent.com/a-/ACB-R5QedNR4A1UNpHPmNMmsVTni52IPS6HWZdKD49-Rqw,"Fantástica y muy completa, permite codificar desde la comodidad del celular. Es excelente",5,0,31.1.3,2021-02-14 19:05:42,,,31.1.3,es
306,879ffaf8-daa3-4bff-8093-5aa5f8566369,Guillermo P. S. Krebs,https://play-lh.googleusercontent.com/a-/ACB-R5Q4pudWoAuKPR-VEIdIDwG-_iZsun1_XIcMi-vimg,Genial. Estoy aprendiendo un montón día a día ☺️,5,0,31.1.3,2021-02-14 14:47:27,,,31.1.3,es
309,9144f3f8-4d76-4f8a-9012-4b9b9b7079dc,S L,https://play-lh.googleusercontent.com/a-/ACB-R5Qjk12H-zrfqC1-lVfYtT6MrtUk2vhshqSKEexOzQ,App muy estable y completa. Han conseguido que programar con el móvil sea fácil y divertido.,5,1,31.1.1,2021-02-03 23:01:05,,,31.1.1,es
311,bebc9b4b-9813-42e2-981a-1845e5fc5bb4,Julio OAO,https://play-lh.googleusercontent.com/a-/ACB-R5Tj3VhmEzQmxFy33uzL8zty0p2_HVz6qHROpgv6J5c,Excelente integración del contenido entre la web y app,5,2,31.1.0,2021-02-01 03:19:25,,,31.1.0,es
314,507b7187-afa0-46fb-8726-47cc63779a63,Victor Hugo “Pelon” Caballero Juarez,https://play-lh.googleusercontent.com/a-/ACB-R5RRLZyEUqp5UfpiChEMKcdOA48hMaCS1DZuaWSLXQ,Gracias espero aprender mas,5,0,30.2.3,2021-01-21 10:02:21,,,30.2.3,es
316,ebaa8fce-dd15-4c28-8ffe-6d61ba173682,Oscar Mora,https://play-lh.googleusercontent.com/a-/ACB-R5RzFYTNGMC-XEU-1lC4eoXmH5p2Z0zBuW31CPhs51Q,"Excelente redacción, muy entendible y fácil de usar, está increíble",5,3,30.2.2,2021-01-15 07:13:11,,,30.2.2,es
317,35637ac9-b501-49aa-b1a7-8103150bcb81,Willian Berrocal Alvarado,https://play-lh.googleusercontent.com/a-/ACB-R5TlhCIBMwkJzE0SP8tgXHhiXH66Vk_KfV9EEl7-5Q,"Datacamp es una de las mejores opciones para aprender, personalmente le agarré bastante el gusto y la uso en mis ratos libres para aprender más de Python a mi propio ritmo :3",5,10,30.2.2,2021-01-11 22:03:30,,,30.2.2,es
320,cfbd467e-1382-4359-8e55-3581fc7b07bb,tomas vallejo,https://play-lh.googleusercontent.com/a-/ACB-R5Sf0CuIyFU7BkZFU9GQaGW9jHVkkt4ckE9Em0ahfuo,Excelente aplicación para aprender a programar,5,0,30.2.1,2021-01-07 05:10:03,,,30.2.1,es
323,dc4c0fcc-6412-4611-9982-5db3f0612b23,Alan Romero,https://play-lh.googleusercontent.com/a/AGNmyxYcFnwSDgd-i4Qg_THsh2YX5n-eyFuplNmsjCoe=mo,Excelente para no dejar de practicar,5,0,30.2.1,2020-12-26 06:41:33,,,30.2.1,es
327,1348208f-020c-4af2-8371-6b7c983ae530,Alex H.,https://play-lh.googleusercontent.com/a-/ACB-R5TE1aSqEFwWcLu6UgIaq3toXFdgQbTJJNo9urmZhw,Excelente aplicación para aprender big data y analítica.,5,0,30.0.2,2020-12-08 22:25:26,,,30.0.2,es
328,9a120c36-3cdc-488c-a463-411ecf4ed20c,Luciano Matheu,https://play-lh.googleusercontent.com/a/AGNmyxZJV-Gf1-0JFovtg2ibGGiJKedLsJu0TLvTP7P9=mo,Arranque desde cero. Es excelente!,5,0,30.1.3,2020-12-08 18:01:26,,,30.1.3,es
330,239f1568-3691-4dc6-8993-972bde1fd715,Nestor Reyes (Reyesnes),https://play-lh.googleusercontent.com/a-/ACB-R5R_OLm7EQTr1G63mWzy5SZJcnW1OId7ou83A3hUVRM,"Me gusta mucho. Pero me gustaría que agreguen contenido en español, y subtitulos de los videos en Español.",4,6,30.0.3,2020-11-18 17:32:36,,,30.0.3,es
334,c00cf525-ad40-4d78-9de4-9ebc2f162ec2,Milú Boada,https://play-lh.googleusercontent.com/a-/ACB-R5QW9pFUIVii2uj6g-QuQFpcV5yFNWrnRWKM0tBWLw,"Pensando en cancelar suscripción!!!! Por qué cambiaron la interface??? Ésta nueva es horrible!!!!! cero intuitiva, confusa y como del año 2000. Mi esposo y yo tenemos la suscripción de un año y estaba súper, les había dado 5 estrellas pero ahora está fatal, mi esposo y yo estamos desepcionados. Qué pasó ahí con los diseñadores? Muy feo les quedó, que triste.",1,21,30.0.3,2020-11-07 15:07:16,"Hey Natsumi, Thank you for the feedback! If you'd like to email support@datacamp.com with specific screenshots and your UI feedback, I'd gladly submit that on your behalf to our Design Team. Have a great week! -Brian",2020-11-09 15:56:18,30.0.3,es
335,768cd3cb-2606-4bbe-87b9-c84262aebbf2,Juan Andres Bayuelo Romero,https://play-lh.googleusercontent.com/a-/ACB-R5Tz3ddF2btOPrBZCoFmN3AelfAUZSl-WTA_JfOzfQ,Una experiencia de aprendizaje muy completa.,5,0,30.0.3,2020-11-03 13:30:02,,,30.0.3,es
338,6e667ff3-3a93-447a-bf92-f148df537368,Daniel Mora,https://play-lh.googleusercontent.com/a-/ACB-R5RDO3nmuOclbGhWUT91heBjvUsj6lkEtehZr_LY,Ha sido muy útil y entretenida,5,0,30.0.2,2020-10-26 14:48:07,,,30.0.2,es
339,90d9379a-691b-4006-98a8-41c40b784995,Oscar,https://play-lh.googleusercontent.com/a/AGNmyxaEHKxJpOBmYw-eVYkUylwQLzaGeKF1j12pLjV5mw=mo,"La actualización me ha funcionado muy bien, excelente aplicación, ya no solo permite estar en constante repaso de los temas vistos, sino que permite tomarlos directamente",5,9,30.0.2,2020-10-25 22:01:39,,,30.0.2,es
343,ac15b208-e213-43cd-96eb-7cf6f3c40a6b,Claudia Jiménez,https://play-lh.googleusercontent.com/a/AGNmyxalyZ4A0FskOJDwR8NIi9-utC-In8BWY__KMRDE=mo,Buen programa y bien estructurado,5,1,30.0.2,2020-10-23 04:24:05,,,30.0.2,es
345,d1135e8a-d458-48f3-8271-32c673a764bf,Luisi Archi Valdi,https://play-lh.googleusercontent.com/a-/ACB-R5R8Ba-4UJXYiy5DOGege0CHN0uJpfohP7aSQ-a3,Actualización brillante.,5,0,30.0.2,2020-10-22 22:24:13,,,30.0.2,es
346,26d4174b-55b6-4a92-bff4-020bb1b0d5d3,Alberto Romero,https://play-lh.googleusercontent.com/a-/ACB-R5SA8PZoMXjoV4zCRoSmR283F_RBTMvS_ve87I91Vg,El principal problema es que nonenlace los progresos con la versión de escritorio.,4,3,30.0.2,2020-10-22 16:28:50,,,30.0.2,es
347,e7395c43-5b6d-4802-8a7b-3765f8c1f2b4,Maximo Antonio Buitron Diaz,https://play-lh.googleusercontent.com/a-/ACB-R5QDUP8utgAi7w7DKDr2axP7VBw9S_z4PsKX0urz,Excelente herramienta para aprender programación,4,0,30.0.2,2020-10-22 16:01:24,,,30.0.2,es
348,e18cde4f-3902-4db2-837c-1f453ea373b7,Iván Robayo,https://play-lh.googleusercontent.com/a-/ACB-R5SHzCK8BK3dNW_6YNTDoCt0iDHPSVgoaNeblJgUdA,El diseño y colores de la nueva versión son fatales :(,1,0,30.0.0,2020-10-20 13:51:47,"Hey Iván, Thank you for your feedback! If you're encountering issues or would like us to submit a Feature Request, feel free to reach us at support@datacamp.com. Have a great day! -Brian",2020-10-20 15:37:13,30.0.0,es
349,6d24acc1-2952-49aa-943f-c1f7eb62959c,Ana Gabriela Mendoza,https://play-lh.googleusercontent.com/a-/ACB-R5R372ByNkpc4qjN1MJWirMniFU4uyCsIaKg472PEQ,Excelente la metodología y app.,5,0,,2020-10-19 17:25:28,,,,es
350,f45ce17b-f219-4ce7-9541-ba3a4dd1ad11,Carlos Noel Soto Calderon,https://play-lh.googleusercontent.com/a/AGNmyxY0NgB9VqVAUvofzvKBQd6HeGOb0t-ba1lyK7Mm=mo,"La explicación es muy sencilla y clara. Cada lección va encadenada con la siguiente, así que se nota el progreso que se va teniendo",5,1,29.0.1,2020-10-18 17:22:08,,,29.0.1,es
351,7da16012-b39e-425d-98ac-a33f9ca23a46,Manuel Pacheco Rueda,https://play-lh.googleusercontent.com/a-/ACB-R5Qo0JOSFcyrGGxIHojCzxXAe7sBgEzahdOf1KPDCw,Me permite practicar en cualquier momento sin necesidad de acceder a un computador.,5,0,29.0.1,2020-10-15 05:57:22,,,29.0.1,es
352,22b9c843-6c5c-419c-89ea-0bf27fe10fa2,Alberto Nassar,https://play-lh.googleusercontent.com/a/AGNmyxbsPqtTuSy6c86xfQRCSmoOsVFb_NPfJ-tmVDv9=mo,"Muy completo y facil de entender, los modulos en mobile son bastante practicos",5,2,29.0.1,2020-10-07 21:05:58,,,29.0.1,es
355,d320ac00-7aea-40d6-b75e-720026f3fcff,Cristhian Artunduaga,https://play-lh.googleusercontent.com/a-/ACB-R5SCFbzmrg816Lqa5jfhv5VkYdP1As3Srt9MIa1YaqE,Muy bueno el metodo de aprendizaje tanto en app como en desktop,5,0,29.0.0,2020-09-29 09:22:29,,,29.0.0,es
356,9837b0bb-cd43-4454-ad99-033e50e3d91d,Ramón Ronaldo Cerna Rodas,https://play-lh.googleusercontent.com/a-/ACB-R5TpKT1GNCs3QfLSD6vAbrA1TijS-s1dJsl8QF9mci4,Genial hasta el momento!!!,5,0,29.0.0,2020-09-27 14:19:40,Thanks for your feedback!,2020-09-28 07:56:19,29.0.0,es
357,453669e6-3952-43e1-8d09-d63e2e3d2b11,Francisco Javier Rada Niño,https://play-lh.googleusercontent.com/a-/ACB-R5RL-Ck8c9BmfSVy0GgQDk7Z9nkifHP5VAm8RtoLb4E,Es la mejor inversión que puedas hacer si quieres aprender acerca de ciencia de datos o analítica,5,0,29.0.0,2020-09-22 23:21:33,,,29.0.0,es
358,f8eee8f0-bf34-4281-9e24-0cef0b339ca1,Cesar H,https://play-lh.googleusercontent.com/a/AGNmyxZWJLhrgrsKa65PrnPTvWr_sJjz9QyD1Xy-THZT=mo,"Buenos contenidos: temario bien estructurado, ejemplos practicos y muchos ejercicios. Me encanta esta aplicación. Muy recomendable.",5,3,29.0.0,2020-09-22 14:08:28,,,29.0.0,es
359,96a575c0-4e0f-4c92-a0f6-b4ba36afc1c2,Jorge Gonzalez,https://play-lh.googleusercontent.com/a-/ACB-R5SztdYzXYfXJy1tGGMYyVzfJpCQ9saIpHa_tZ0VRA,"La forma más dinámica de aprender y practicar, falta teoría pero eso lo aprendes en otros lugares",5,2,28.0.0,2020-09-15 05:31:01,,,28.0.0,es
360,80d12f5c-04fd-4a96-9bd6-32a973ce08d2,Santiago Zerpa,https://play-lh.googleusercontent.com/a/AGNmyxYdL6R6iApbAqu1aagDJSUjGTs7j31d0ulHNjFN=mo,"Genial, me gusta mucho la App para avanzar con mi aprendizaje.",5,0,28.0.0,2020-09-15 00:56:30,,,28.0.0,es
362,f42949b8-0595-439a-b655-fd0b05f9079b,O. byn,https://play-lh.googleusercontent.com/a-/ACB-R5Q8CbBglh-p9g2yo_yft8Knv2ygC36GbA4la72uJw,Sta en ingles :''v,3,0,28.0.0,2020-09-10 14:44:39,,,28.0.0,es
363,7f7e8320-e8b4-4fc5-81f5-75f153c822a4,Arturo Casillas,https://play-lh.googleusercontent.com/a-/ACB-R5Qcz9NxZErGdoT2m18-N4RuupfCfxWhVQg_zU0mbz0,Es el mejor curso para aprender machine learning y python,5,0,28.0.0,2020-09-10 05:35:44,,,28.0.0,es
365,c456e64a-b4ef-47e9-8db6-16cc28593823,Ivan Sochimilca,https://play-lh.googleusercontent.com/a-/ACB-R5TYV9xHhrTiRbUyXDqfsX-lhyIU-rOyTD-5Nhyd,"Excelente plataforma, lastima que no todos los cursos se puedan x acá pero aún así la metodología es excelente. Pensando seriamente en adquirir una subscripcion.",5,8,28.0.0,2020-09-07 23:20:29,,,28.0.0,es
366,920c955c-2ee0-4143-879c-1b9a0a2a9e80,victor zanatta,https://play-lh.googleusercontent.com/a/AGNmyxZnuhnWMwLT8pumnVfLZ4CPwlGg0LnQla9bTW8=mo,"Excelente, me encantó.",5,0,28.0.0,2020-09-07 05:45:20,,,28.0.0,es
369,d1143c02-143b-4783-8b1a-b417500e9da0,david romaniuk,https://play-lh.googleusercontent.com/a/AGNmyxbUKhdL2G332RpebxC2xyeKpYzPoqWKvM-q6deM=mo,Genial todo,5,0,28.0.0,2020-09-05 19:29:57,,,28.0.0,es
370,6f72ca2b-b883-4ef9-ae65-6e733a2d58f2,Gabriel Calero,https://play-lh.googleusercontent.com/a-/ACB-R5R3yjWhqa7yjyG5yvei-pnrtZKTLTVe4O1Lau1s7g,Excelente app. La mejor forma de aprender interactivamente. Siempre están mejorando la plataforma.,5,2,28.0.0,2020-09-03 19:48:48,,,28.0.0,es
371,92ac3cc3-ea8a-432e-8cff-5b2a558b7075,Alexis Chechelev,https://play-lh.googleusercontent.com/a-/ACB-R5RHc3l7-tmr32pZNXZc1JVPgTdM4fyXHdbQYdpM5A,Muy buena App para practicar programacion en python entre otras opciones que ayudan muchisimo en diferentes areas de la informatica,5,0,28.0.0,2020-09-03 10:04:55,,,28.0.0,es
373,71cf89c8-08b0-4206-be79-3f5688d86a77,Saul Abelardo Ortiz Leon,https://play-lh.googleusercontent.com/a-/ACB-R5SZ_ZCFdslwKdIvspANnPA8ueInQFOX6QUirXDLpw,Hermosa app para armar el file de analista :3,5,0,,2020-09-02 15:41:19,,,,es
374,1aef0925-e922-4789-92b4-0e067a516f2d,José Saldaña,https://play-lh.googleusercontent.com/a/AGNmyxa7LwvWQaV6IhAlEPGQ6v-qhtv8BrwmrnUSRcXH=mo,"Fácil de usar, buen rendimiento.",5,0,27.2.6,2020-09-01 17:19:02,,,27.2.6,es
375,06a1d215-1151-4fec-904e-4fa911dfae55,Lorenzo Ramirez Mateos,https://play-lh.googleusercontent.com/a/AGNmyxaO83rP2mcjgH8u-SFaDnLVg2uUDOyRUYnbUmWs=mo,Sencilla Clara Con gran cantidad de recursos,5,0,27.2.4,2020-08-29 22:59:41,,,27.2.4,es
377,b7fae809-dfb8-49a7-be26-d35433808422,Marco Antonio,https://play-lh.googleusercontent.com/a/AGNmyxbUs9QQlxeIMuRyIBGIMvjTriVtYWQpwXewv-nx=mo,"Fácil de usar y comprender, las prácticas son geniales y tenerlo en el celular ayuda mucho para practicar en los ratos de ocio.",5,5,27.2.4,2020-08-22 05:14:19,,,27.2.4,es
379,3bd7891f-89c7-4aef-8ce8-f5d13f47f4b6,ANDRES SOTO,https://play-lh.googleusercontent.com/a/AGNmyxbCEzsty4j05dprKtO3uBvpumoxV6DE2HmmOHst=mo,Buena herramienta,5,0,27.2.1,2020-08-10 17:47:09,,,27.2.1,es
381,de9889a4-c2ae-4ea0-95d4-7052f6a204aa,Rafael Clemente,https://play-lh.googleusercontent.com/a-/ACB-R5THLfYTzWuKJ958Lq_x43TZUj508jSrXIsis5l3VQ,Es de pago y no avisan.,1,1,,2020-08-06 06:40:27,,,,es
383,62716d9e-7f00-4c69-9de9-5403f2617f51,Yulai Record,https://play-lh.googleusercontent.com/a/AGNmyxY7-Lp0hgz7zK5Q0TGv7JKVfhKe6RENCaurRvTx=mo,Super bien 👍,5,0,27.0.0,2020-07-24 21:35:44,,,27.0.0,es
384,5f4ae802-0178-414c-a161-a21976b1417f,Carmen Alicia Saldivar Buenrostro,https://play-lh.googleusercontent.com/a-/ACB-R5Ry6N6pWBJ7zdhJ67eOfkaWaScus0Ghb80QQnU94Q,"Me agrado la manera interactiva en la que te va enseñando los lenguajes de programacion. Muy interactivo, la practica es la que ayuda a aprender mejor los conceptos",5,8,27.0.0,2020-07-23 18:18:04,,,27.0.0,es
387,66777a2a-21f6-41c0-b2f7-146899c769b3,SyS Tecnología Segura,https://play-lh.googleusercontent.com/a/AGNmyxZmWX7GRseqJw9MjwhPwqfOJLH2PGTdO3Gu07R1=mo,Excelente app,5,0,27.0.0,2020-07-14 02:06:09,,,27.0.0,es
388,afa31239-4ff5-409d-9d13-35c36ff1af97,Marco Vinicio Chiluiza Pullupaxi,https://play-lh.googleusercontent.com/a/AGNmyxYrzjsrKVsPZtkCGUYEe5r0jGZVGg-36AJCMgkn=mo,Muy bien. Excelente contenido,5,0,27.0.0,2020-07-12 20:54:08,,,27.0.0,es
389,bb53ff44-8b85-4b40-85f7-c0c03128ff22,Cesar Giulietti,https://play-lh.googleusercontent.com/a-/ACB-R5QRetA70dujnevUySKOmmhZokHO99dHhKniU_5nsQ,Muy buena aplicación,4,0,26.0.0,2020-07-05 15:44:05,,,26.0.0,es
390,ed3269d2-5b65-4b96-8185-855d6a0b2173,Franco Aguirre,https://play-lh.googleusercontent.com/a-/ACB-R5Qi-0jYm8DlIXnI0t4yhlz9bNIhU69t6tXjktsADg,Ver y good,4,0,25.0.2,2020-06-29 21:00:38,,,25.0.2,es
391,d6cc3f84-ff9b-4670-b6c7-734e6492b81c,Alekos Díaz Puentes,https://play-lh.googleusercontent.com/a/AGNmyxbV9rp9pAfSgBuF5yqwWpWy8EhodEE8ahPqVAZU=mo,La mejor plataforma y la CTMMM ❤️❤️,5,0,,2020-06-28 02:54:28,,,,es
393,6d21cf35-507b-45e3-9d68-60e26753c222,Miguel Haro,https://play-lh.googleusercontent.com/a/AGNmyxZwbZZrVdl7D14NowBKHlYDjSyauLWuEXwE-6zx=mo,"He empezado a utilizar la app y me parece que las prestaciones son buenas considerando que es una aplicación móvil. De momento, los contenidos son aptos para un nivel principiante",5,9,25.0.2,2020-06-17 05:30:11,,,25.0.2,es
395,17309cec-b2b5-4ca4-a095-421150ea24e4,Suzanne Lopez,https://play-lh.googleusercontent.com/a/AGNmyxa53CgPnQbl9DUfSuXdgbctVfo89tfUD0hSp6Bd=mo,La enseñanza es excelente super didáctico Y buenos ejercicios.,5,0,,2020-06-04 22:09:11,,,,es
396,246af7d5-009b-4508-acb1-f37da499f793,Michel Sebastian,https://play-lh.googleusercontent.com/a-/ACB-R5RfO1hnc2RoVxRC1Tz5lxmpGfoopXFMJLIWF7tz,"Excelente, no se necesita tener conocimiento previo. Aprendes aunque no sepas la lógica básica.",5,0,24.1.0,2020-05-31 14:18:33,,,24.1.0,es
398,d7bb4622-b7fb-43ff-ad22-74e73f2f7138,José Carlos Corona,https://play-lh.googleusercontent.com/a-/ACB-R5TM67WgqRd-rfl_LdSYsAGkWflOD10oHRzw0jNTb_4,"Prefiero la versión web, pero la app me ayuda a practicar de forma diaria. Excelente app!",5,6,24.1.0,2020-05-30 17:16:51,,,24.1.0,es
402,7de24521-9db8-442f-85c3-edabfcadbcbc,carlos antunez,https://play-lh.googleusercontent.com/a/AGNmyxZum8lZlTptFOJsNyuexVBlfo07lPGsUoni85uV=mo,Excelente aplicacion para aprender a programar en R!,5,0,24.0.1,2020-05-27 02:06:15,,,24.0.1,es
403,0fa151e2-fa79-46d4-b23c-20e66fe999d3,Carlos Gress,https://play-lh.googleusercontent.com/a-/ACB-R5SoBgpi36byQpAUm9Dojuv3-T-4TNqSfIQW13Eq,Muy bueno para aprender programación y data science,5,1,24.0.1,2020-05-26 22:34:02,,,24.0.1,es
404,f3b05174-7493-470f-af7c-18c1d47dd170,Eduardo Araya,https://play-lh.googleusercontent.com/a/AGNmyxbtur-aJfk9U7FHs1PA6saPESuZ_0wdEm6IuT9P=mo,"Avanzas a tu ritmo, me acomoda mucho!!!",5,0,24.0.1,2020-05-26 21:38:52,,,24.0.1,es
405,c7f63111-eea3-4413-846b-1f2567b8b960,Mauricio Dorantes Venancio,https://play-lh.googleusercontent.com/a-/ACB-R5SwGAIj9qAgMlS37UwNONS_cfAut66bjA-4ZnWE3g,Una buena forma de entender la sintaxis para el análisis de datos,5,0,,2020-05-26 21:25:58,,,,es
406,550eb1c2-0d7c-4900-9e95-242623f1c2da,JAVIER BENITEZ,https://play-lh.googleusercontent.com/a-/ACB-R5R6yqF7eTap1AyMgDS0canB66-MtWU70cyCOEyQqw,Es una excelente herramienta de aprendizaje de Python.,5,1,24.0.1,2020-05-26 02:12:39,,,24.0.1,es
408,9fa14f0d-8b8e-433b-bb2a-16e85ec1b671,Zaiht Jiménez,https://play-lh.googleusercontent.com/a-/ACB-R5QfmQrVmyPe5nSOh012xhmE_gQt_QR3khYj4In6,"buena app, bastante amigable y didáctica :)",5,1,24.0.1,2020-05-24 19:39:19,,,24.0.1,es
410,98e2fc3a-12d0-4dbd-b6b6-694e175c6da4,Grabiel Matamala,https://play-lh.googleusercontent.com/a/AGNmyxbYu_DZDcj-fAcK7DfVZ_iDMAEXp6uy8t5o5Pz0=mo,"No tienen español, ni otros lenguajes más hablados. Me parece discriminador.",1,0,24.0.1,2020-05-23 07:00:44,,,24.0.1,es
412,4b456a30-0468-4075-aa83-3a2ed421f8c9,Ceci T,https://play-lh.googleusercontent.com/a/AGNmyxaod7jkyR4nAoO6d394VuqNzBzK06xnlusc9jjb=mo,"Bien, los cursos son muy buenos, pero no se ven los subtitulos en el tablet, ademas se queda pegada.",3,0,24.0.1,2020-05-23 01:46:26,,,24.0.1,es
416,d5d31389-a96a-4ab2-bad3-fe18c103510b,Evelyn Alarcón,https://play-lh.googleusercontent.com/a-/ACB-R5RGf3GLo-J54Cv4G8kMdxbatnDA-AUfj3Q3BM2Gfw,"Excelentes ejercicios para reforzar lo aprendido en el computador. La app no está sincronizada con la versión para computador, más que nada sirve para practicar con ejercicios.",5,11,24.0.0,2020-05-20 22:30:35,,,24.0.0,es
417,c9ef7266-0feb-4486-8132-13ca695ab9a7,Paco Raffoul,https://play-lh.googleusercontent.com/a-/ACB-R5RfbBcbgbVU9edtC0tQTJBoq4dGmrcy3FYOpKeXmQ,Excelente app,5,0,24.0.0,2020-05-20 09:30:47,,,24.0.0,es
418,f86248c5-2e5f-403b-a5b8-52b0d89f9675,Olivia Rodríguez,https://play-lh.googleusercontent.com/a/AGNmyxYJqMdbyc3sCPrHDFUQqiJ1tgoEqqNh-VawuA7w-8w=mo,Excelente app para usar en cualquier momento. Realmente he aprendido,5,0,24.0.0,2020-05-20 04:17:27,,,24.0.0,es
419,e83f98df-ced8-454d-827c-e45ebb132a50,El Perrito,https://play-lh.googleusercontent.com/a-/ACB-R5SZhYgT80HOcx0Q-BuVjF-Xu6Y1-3Gh84a8Pv1xRg,"Felicitaciones me gusta mucho la aplicación, me gustaría que todos los vídeos tuvieran subtítulos en español",5,1,24.0.0,2020-05-19 23:45:23,,,24.0.0,es
421,8d961151-59d9-4a43-a570-c38845c41974,Dante Alighieri,https://play-lh.googleusercontent.com/a-/ACB-R5R_WogV9VfRrnndQ6YUXNiZhI3azo79AUWy1GG4,"La aplicación es muy buena y los métodos de enseñanza son muy intuitivos, sin embargo hay veces en que te dice que las respuestas están mal siendo un error.",5,2,24.0.0,2020-05-19 07:53:33,,,24.0.0,es
422,4ed47559-5dd2-4754-af51-a4afcbcd2e85,Roberto Claudio gonzalez,https://play-lh.googleusercontent.com/a-/ACB-R5TzXia5dVkllWYb4Q00asFw1E6XKZwOUA4p_FJZOw,"Buena aplicación, la estoy probando gratis.",5,1,24.0.0,2020-05-19 03:39:17,,,24.0.0,es
424,c6fd2227-daed-4594-ac13-05b1750dedd4,Diego Joaquin Colina,https://play-lh.googleusercontent.com/a-/ACB-R5TiNYcM0CUzJEgVYj94wqYiaYS-ogflS8KUAqnFHw,Dejo de funcionar y no hay forma de acceder. Necesito practicar y inicia la ejecución y luego se detiene.,1,2,24.0.0,2020-05-18 18:46:02,,,24.0.0,es
426,a2056662-c250-46d2-80b6-95fe49b909d2,Felipe Araque Franco,https://play-lh.googleusercontent.com/a/AGNmyxYXS1S73HhMTUu7tx-R7CKUYJkugDRb-AtXWgLv=mo,Excelente la suscripción para aprender a manejar los softwares que se ofrecen.,5,1,24.0.0,2020-05-17 23:38:46,,,24.0.0,es
432,ab751dff-9b34-450e-8de2-3592a4cf4a55,Gabriel Yañez,https://play-lh.googleusercontent.com/a-/ACB-R5RinnYHjr5t-PtUEB09Mi8yOSwHlpdC3eAnmh2XGQ,"Excelente aplicación, me ayuda bastante a repasar el lenguaje SQL",5,0,24.0.0,2020-05-15 00:18:14,,,24.0.0,es
436,d289b64b-cc82-4944-be72-ba4ff5ab59c4,Sebastian Paris Paris,https://play-lh.googleusercontent.com/a/AGNmyxaf-2qKUUCkSdRXYD2vMFXjq9JpLsqPy13fFjj8=mo,Me gusta para practicar,5,0,23.2.1,2020-05-05 03:40:00,,,23.2.1,es
438,ceef4b46-ba48-414a-b256-dc2fe045c9a0,Jesus Torres,https://play-lh.googleusercontent.com/a-/ACB-R5Sa8-v3wvfya0-AnA6H7OYnKuB80i8EKiBXRwGYZQ,"Esta toda en Inglés, pero enseña bastante en la parte teórica y unos ejemplos basicos",3,1,22.0.0,2020-05-04 01:39:26,,,22.0.0,es
439,3d3a3f79-6e86-4772-9fdd-7218716ed75b,Gabriela Victoria,https://play-lh.googleusercontent.com/a/AGNmyxayqpvNZnc19LGf6OCAIPd6HQ2OPN0EulYi0RXY=mo,Excelente desarrollo. Excelentes lecciones. Todo lo que esperas de un e-learning.,5,2,23.1.0,2020-04-29 19:01:40,,,23.1.0,es
440,db6f3a40-41f1-45d0-a816-a0f056bb4f82,juan Camilo barajas,https://play-lh.googleusercontent.com/a-/ACB-R5Quc_oBgnOnACwrlcQHIIGjICUf6i51RhEhIMN5MuQ,"Excelente aplicación, ayuda mucho como complemento práctico , poder tener a tu mano la posibilidad de continuar el aprendizaje de tus cursos",5,4,23.1.0,2020-04-29 04:53:50,,,23.1.0,es
